"Statistic Label","Age Group","Sex","Province County or City","CensusYear","UNIT","VALUE"
"2002 Population","10 - 14 years","Both sexes","Wexford","2002","Number","9183"
"2002 Population","10 - 14 years","Both sexes","Wicklow","2002","Number","8884"
"2002 Population","10 - 14 years","Both sexes","Munster","2002","Number","80541"
"2002 Population","10 - 14 years","Both sexes","Clare","2002","Number","7801"
"2002 Population","10 - 14 years","Both sexes","Cork","2002","Number","32337"
"2002 Population","10 - 14 years","Both sexes","Cork City","2002","Number","7631"
"2002 Population","10 - 14 years","Both sexes","Cork County","2002","Number","24706"
"2002 Population","10 - 14 years","Both sexes","Kerry","2002","Number","9581"
"2002 Population","10 - 14 years","Both sexes","Limerick","2002","Number","12463"
"2002 Population","10 - 14 years","Both sexes","Limerick City","2002","Number","3518"
"2002 Population","10 - 14 years","Both sexes","Limerick County","2002","Number","8945"
"2002 Population","10 - 14 years","Both sexes","North Tipperary","2002","Number","4571"
"2002 Population","10 - 14 years","Both sexes","South Tipperary","2002","Number","6219"
"2002 Population","10 - 14 years","Both sexes","Waterford","2002","Number","7569"
"2002 Population","10 - 14 years","Both sexes","Waterford City","2002","Number","3050"
"2002 Population","10 - 14 years","Both sexes","Waterford County","2002","Number","4519"
"2002 Population","10 - 14 years","Both sexes","Connacht","2002","Number","35326"
"2002 Population","10 - 14 years","Both sexes","Galway","2002","Number","15353"
"2002 Population","10 - 14 years","Both sexes","Galway City","2002","Number","3599"
"2002 Population","10 - 14 years","Both sexes","Galway County","2002","Number","11754"
"2002 Population","10 - 14 years","Both sexes","Leitrim","2002","Number","1969"
"2002 Population","10 - 14 years","Both sexes","Mayo","2002","Number","9377"
"2002 Population","10 - 14 years","Both sexes","Roscommon","2002","Number","4267"
"2002 Population","10 - 14 years","Both sexes","Sligo","2002","Number","4360"
"2002 Population","10 - 14 years","Both sexes","Ulster (part of)","2002","Number","20329"
"2002 Population","10 - 14 years","Both sexes","Cavan","2002","Number","4559"
"2002 Population","10 - 14 years","Both sexes","Donegal","2002","Number","11470"
"2002 Population","10 - 14 years","Both sexes","Monaghan","2002","Number","4300"
"2002 Population","10 - 14 years","Male","State","2002","Number","146114"
"2002 Population","10 - 14 years","Male","Leinster","2002","Number","76493"
"2002 Population","10 - 14 years","Male","Carlow","2002","Number","1789"
"2002 Population","10 - 14 years","Male","Dublin","2002","Number","37249"
"2002 Population","10 - 14 years","Male","Dublin City","2002","Number","13459"
"2002 Population","10 - 14 years","Male","Dún Laoghaire-Rathdown","2002","Number","6722"
"2002 Population","10 - 14 years","Male","Fingal","2002","Number","7788"
"2002 Population","10 - 14 years","Male","South Dublin","2002","Number","9280"
"2002 Population","10 - 14 years","Male","Kildare","2002","Number","6438"
"2002 Population","10 - 14 years","Male","Kilkenny","2002","Number","3364"
"2002 Population","10 - 14 years","Male","Laois","2002","Number","2429"
"2002 Population","10 - 14 years","Male","Longford","2002","Number","1291"
"2002 Population","10 - 14 years","Male","Louth","2002","Number","3915"
"2002 Population","10 - 14 years","Male","Meath","2002","Number","5386"
"2002 Population","10 - 14 years","Male","Offaly","2002","Number","2642"
"2002 Population","10 - 14 years","Male","Westmeath","2002","Number","2831"
"2002 Population","10 - 14 years","Male","Wexford","2002","Number","4696"
"2002 Population","10 - 14 years","Male","Wicklow","2002","Number","4463"
"2002 Population","10 - 14 years","Male","Munster","2002","Number","41175"
"2002 Population","10 - 14 years","Male","Clare","2002","Number","3967"
"2002 Population","10 - 14 years","Male","Cork","2002","Number","16574"
"2002 Population","10 - 14 years","Male","Cork City","2002","Number","3907"
"2002 Population","10 - 14 years","Male","Cork County","2002","Number","12667"
"2002 Population","10 - 14 years","Male","Kerry","2002","Number","4894"
"2002 Population","10 - 14 years","Male","Limerick","2002","Number","6437"
"2002 Population","10 - 14 years","Male","Limerick City","2002","Number","1820"
"2002 Population","10 - 14 years","Male","Limerick County","2002","Number","4617"
"2002 Population","10 - 14 years","Male","North Tipperary","2002","Number","2305"
"2002 Population","10 - 14 years","Male","South Tipperary","2002","Number","3185"
"2002 Population","10 - 14 years","Male","Waterford","2002","Number","3813"
"2002 Population","10 - 14 years","Male","Waterford City","2002","Number","1524"
"2002 Population","10 - 14 years","Male","Waterford County","2002","Number","2289"
"2002 Population","10 - 14 years","Male","Connacht","2002","Number","18085"
"2002 Population","10 - 14 years","Male","Galway","2002","Number","7929"
"2002 Population","10 - 14 years","Male","Galway City","2002","Number","1815"
"2002 Population","10 - 14 years","Male","Galway County","2002","Number","6114"
"2002 Population","10 - 14 years","Male","Leitrim","2002","Number","992"
"2002 Population","10 - 14 years","Male","Mayo","2002","Number","4764"
"2002 Population","10 - 14 years","Male","Roscommon","2002","Number","2205"
"2002 Population","10 - 14 years","Male","Sligo","2002","Number","2195"
"2002 Population","10 - 14 years","Male","Ulster (part of)","2002","Number","10361"
"2002 Population","10 - 14 years","Male","Cavan","2002","Number","2302"
"2002 Population","10 - 14 years","Male","Donegal","2002","Number","5913"
"2002 Population","10 - 14 years","Male","Monaghan","2002","Number","2146"
"2002 Population","10 - 14 years","Female","State","2002","Number","139594"
"2002 Population","10 - 14 years","Female","Leinster","2002","Number","73019"
"2002 Population","10 - 14 years","Female","Carlow","2002","Number","1658"
"2002 Population","10 - 14 years","Female","Dublin","2002","Number","35722"
"2002 Population","10 - 14 years","Female","Dublin City","2002","Number","13120"
"2002 Population","10 - 14 years","Female","Dún Laoghaire-Rathdown","2002","Number","6338"
"2002 Population","10 - 14 years","Female","Fingal","2002","Number","7325"
"2002 Population","10 - 14 years","Female","South Dublin","2002","Number","8939"
"2002 Population","10 - 14 years","Female","Kildare","2002","Number","6027"
"2002 Population","10 - 14 years","Female","Kilkenny","2002","Number","3187"
"2002 Population","10 - 14 years","Female","Laois","2002","Number","2272"
"2002 Population","10 - 14 years","Female","Longford","2002","Number","1184"
"2002 Population","10 - 14 years","Female","Louth","2002","Number","3700"
"2002 Population","10 - 14 years","Female","Meath","2002","Number","5143"
"2002 Population","10 - 14 years","Female","Offaly","2002","Number","2500"
"2002 Population","10 - 14 years","Female","Westmeath","2002","Number","2718"
"2002 Population","10 - 14 years","Female","Wexford","2002","Number","4487"
"2002 Population","10 - 14 years","Female","Wicklow","2002","Number","4421"
"2002 Population","10 - 14 years","Female","Munster","2002","Number","39366"
"2002 Population","10 - 14 years","Female","Clare","2002","Number","3834"
"2002 Population","10 - 14 years","Female","Cork","2002","Number","15763"
"2002 Population","10 - 14 years","Female","Cork City","2002","Number","3724"
"2002 Population","10 - 14 years","Female","Cork County","2002","Number","12039"
"2002 Population","10 - 14 years","Female","Kerry","2002","Number","4687"
"2002 Population","10 - 14 years","Female","Limerick","2002","Number","6026"
"2002 Population","10 - 14 years","Female","Limerick City","2002","Number","1698"
"2002 Population","10 - 14 years","Female","Limerick County","2002","Number","4328"
"2002 Population","10 - 14 years","Female","North Tipperary","2002","Number","2266"
"2002 Population","10 - 14 years","Female","South Tipperary","2002","Number","3034"
"2002 Population","10 - 14 years","Female","Waterford","2002","Number","3756"
"2002 Population","10 - 14 years","Female","Waterford City","2002","Number","1526"
"2002 Population","10 - 14 years","Female","Waterford County","2002","Number","2230"
"2002 Population","10 - 14 years","Female","Connacht","2002","Number","17241"
"2002 Population","10 - 14 years","Female","Galway","2002","Number","7424"
"2002 Population","10 - 14 years","Female","Galway City","2002","Number","1784"
"2002 Population","10 - 14 years","Female","Galway County","2002","Number","5640"
"2002 Population","10 - 14 years","Female","Leitrim","2002","Number","977"
"2002 Population","10 - 14 years","Female","Mayo","2002","Number","4613"
"2002 Population","10 - 14 years","Female","Roscommon","2002","Number","2062"
"2002 Population","10 - 14 years","Female","Sligo","2002","Number","2165"
"2002 Population","10 - 14 years","Female","Ulster (part of)","2002","Number","9968"
"2002 Population","10 - 14 years","Female","Cavan","2002","Number","2257"
"2002 Population","10 - 14 years","Female","Donegal","2002","Number","5557"
"2002 Population","10 - 14 years","Female","Monaghan","2002","Number","2154"
"2002 Population","15 - 19 years","Both sexes","State","2002","Number","313188"
"2002 Population","15 - 19 years","Both sexes","Leinster","2002","Number","164546"
"2002 Population","15 - 19 years","Both sexes","Carlow","2002","Number","3964"
"2002 Population","15 - 19 years","Both sexes","Dublin","2002","Number","84443"
"2002 Population","15 - 19 years","Both sexes","Dublin City","2002","Number","32554"
"2002 Population","15 - 19 years","Both sexes","Dún Laoghaire-Rathdown","2002","Number","14478"
"2002 Population","15 - 19 years","Both sexes","Fingal","2002","Number","16543"
"2002 Population","15 - 19 years","Both sexes","South Dublin","2002","Number","20868"
"2002 Population","15 - 19 years","Both sexes","Kildare","2002","Number","13596"
"2002 Population","15 - 19 years","Both sexes","Kilkenny","2002","Number","6678"
"2002 Population","15 - 19 years","Both sexes","Laois","2002","Number","4824"
"2002 Population","15 - 19 years","Both sexes","Longford","2002","Number","2571"
"2002 Population","15 - 19 years","Both sexes","Louth","2002","Number","8093"
"2002 Population","15 - 19 years","Both sexes","Meath","2002","Number","10842"
"2002 Population","15 - 19 years","Both sexes","Offaly","2002","Number","5308"
"2002 Population","15 - 19 years","Both sexes","Westmeath","2002","Number","6040"
"2002 Population","15 - 19 years","Both sexes","Wexford","2002","Number","9155"
"2002 Population","15 - 19 years","Both sexes","Wicklow","2002","Number","9032"
"2002 Population","15 - 19 years","Both sexes","Munster","2002","Number","88715"
"2002 Population","15 - 19 years","Both sexes","Clare","2002","Number","7779"
"2002 Population","15 - 19 years","Both sexes","Cork","2002","Number","35838"
"2002 Population","15 - 19 years","Both sexes","Cork City","2002","Number","10103"
"2002 Population","15 - 19 years","Both sexes","Cork County","2002","Number","25735"
"2002 Population","15 - 19 years","Both sexes","Kerry","2002","Number","10309"
"2002 Population","15 - 19 years","Both sexes","Limerick","2002","Number","15215"
"2002 Population","15 - 19 years","Both sexes","Limerick City","2002","Number","4423"
"2002 Population","15 - 19 years","Both sexes","Limerick County","2002","Number","10792"
"2002 Population","15 - 19 years","Both sexes","North Tipperary","2002","Number","4942"
"2002 Population","15 - 19 years","Both sexes","South Tipperary","2002","Number","6484"
"2002 Population","15 - 19 years","Both sexes","Waterford","2002","Number","8148"
"2002 Population","15 - 19 years","Both sexes","Waterford City","2002","Number","3726"
"2002 Population","15 - 19 years","Both sexes","Waterford County","2002","Number","4422"
"2002 Population","15 - 19 years","Both sexes","Connacht","2002","Number","39071"
"2002 Population","15 - 19 years","Both sexes","Galway","2002","Number","17890"
"2002 Population","15 - 19 years","Both sexes","Galway City","2002","Number","6350"
"2002 Population","15 - 19 years","Both sexes","Galway County","2002","Number","11540"
"2002 Population","15 - 19 years","Both sexes","Leitrim","2002","Number","2013"
"2002 Population","15 - 19 years","Both sexes","Mayo","2002","Number","9833"
"2002 Population","15 - 19 years","Both sexes","Roscommon","2002","Number","4352"
"2002 Population","15 - 19 years","Both sexes","Sligo","2002","Number","4983"
"2002 Population","15 - 19 years","Both sexes","Ulster (part of)","2002","Number","20856"
"2002 Population","15 - 19 years","Both sexes","Cavan","2002","Number","4651"
"2002 Population","15 - 19 years","Both sexes","Donegal","2002","Number","11514"
"2002 Population","15 - 19 years","Both sexes","Monaghan","2002","Number","4691"
"2002 Population","15 - 19 years","Male","State","2002","Number","160413"
"2002 Population","15 - 19 years","Male","Leinster","2002","Number","84017"
"2002 Population","15 - 19 years","Male","Carlow","2002","Number","2035"
"2002 Population","15 - 19 years","Male","Dublin","2002","Number","42802"
"2002 Population","15 - 19 years","Male","Dublin City","2002","Number","16305"
"2002 Population","15 - 19 years","Male","Dún Laoghaire-Rathdown","2002","Number","7261"
"2002 Population","15 - 19 years","Male","Fingal","2002","Number","8610"
"2002 Population","15 - 19 years","Male","South Dublin","2002","Number","10626"
"2002 Population","15 - 19 years","Male","Kildare","2002","Number","7020"
"2002 Population","15 - 19 years","Male","Kilkenny","2002","Number","3393"
