"Statistic Label","Age Group","Sex","Province County or City","CensusYear","UNIT","VALUE"
"2002 Population","40 - 44 years","Male","Donegal","2002","Number","4427"
"2002 Population","40 - 44 years","Male","Monaghan","2002","Number","1819"
"2002 Population","40 - 44 years","Female","State","2002","Number","136683"
"2002 Population","40 - 44 years","Female","Leinster","2002","Number","74173"
"2002 Population","40 - 44 years","Female","Carlow","2002","Number","1622"
"2002 Population","40 - 44 years","Female","Dublin","2002","Number","38925"
"2002 Population","40 - 44 years","Female","Dublin City","2002","Number","15580"
"2002 Population","40 - 44 years","Female","Dún Laoghaire-Rathdown","2002","Number","7223"
"2002 Population","40 - 44 years","Female","Fingal","2002","Number","7518"
"2002 Population","40 - 44 years","Female","South Dublin","2002","Number","8604"
"2002 Population","40 - 44 years","Female","Kildare","2002","Number","6111"
"2002 Population","40 - 44 years","Female","Kilkenny","2002","Number","2932"
"2002 Population","40 - 44 years","Female","Laois","2002","Number","2044"
"2002 Population","40 - 44 years","Female","Longford","2002","Number","1001"
"2002 Population","40 - 44 years","Female","Louth","2002","Number","3396"
"2002 Population","40 - 44 years","Female","Meath","2002","Number","4947"
"2002 Population","40 - 44 years","Female","Offaly","2002","Number","2246"
"2002 Population","40 - 44 years","Female","Westmeath","2002","Number","2452"
"2002 Population","40 - 44 years","Female","Wexford","2002","Number","4218"
"2002 Population","40 - 44 years","Female","Wicklow","2002","Number","4279"
"2002 Population","40 - 44 years","Female","Munster","2002","Number","37989"
"2002 Population","40 - 44 years","Female","Clare","2002","Number","3662"
"2002 Population","40 - 44 years","Female","Cork","2002","Number","15620"
"2002 Population","40 - 44 years","Female","Cork City","2002","Number","4004"
"2002 Population","40 - 44 years","Female","Cork County","2002","Number","11616"
"2002 Population","40 - 44 years","Female","Kerry","2002","Number","4663"
"2002 Population","40 - 44 years","Female","Limerick","2002","Number","5774"
"2002 Population","40 - 44 years","Female","Limerick City","2002","Number","1656"
"2002 Population","40 - 44 years","Female","Limerick County","2002","Number","4118"
"2002 Population","40 - 44 years","Female","North Tipperary","2002","Number","2019"
"2002 Population","40 - 44 years","Female","South Tipperary","2002","Number","2777"
"2002 Population","40 - 44 years","Female","Waterford","2002","Number","3474"
"2002 Population","40 - 44 years","Female","Waterford City","2002","Number","1478"
"2002 Population","40 - 44 years","Female","Waterford County","2002","Number","1996"
"2002 Population","40 - 44 years","Female","Connacht","2002","Number","16245"
"2002 Population","40 - 44 years","Female","Galway","2002","Number","7144"
"2002 Population","40 - 44 years","Female","Galway City","2002","Number","2019"
"2002 Population","40 - 44 years","Female","Galway County","2002","Number","5125"
"2002 Population","40 - 44 years","Female","Leitrim","2002","Number","852"
"2002 Population","40 - 44 years","Female","Mayo","2002","Number","4170"
"2002 Population","40 - 44 years","Female","Roscommon","2002","Number","1932"
"2002 Population","40 - 44 years","Female","Sligo","2002","Number","2147"
"2002 Population","40 - 44 years","Female","Ulster (part of)","2002","Number","8276"
"2002 Population","40 - 44 years","Female","Cavan","2002","Number","1898"
"2002 Population","40 - 44 years","Female","Donegal","2002","Number","4591"
"2002 Population","40 - 44 years","Female","Monaghan","2002","Number","1787"
"2002 Population","45 - 49 years","Both sexes","State","2002","Number","249604"
"2002 Population","45 - 49 years","Both sexes","Leinster","2002","Number","131662"
"2002 Population","45 - 49 years","Both sexes","Carlow","2002","Number","2875"
"2002 Population","45 - 49 years","Both sexes","Dublin","2002","Number","67809"
"2002 Population","45 - 49 years","Both sexes","Dublin City","2002","Number","26702"
"2002 Population","45 - 49 years","Both sexes","Dún Laoghaire-Rathdown","2002","Number","12459"
"2002 Population","45 - 49 years","Both sexes","Fingal","2002","Number","12896"
"2002 Population","45 - 49 years","Both sexes","South Dublin","2002","Number","15752"
"2002 Population","45 - 49 years","Both sexes","Kildare","2002","Number","10813"
"2002 Population","45 - 49 years","Both sexes","Kilkenny","2002","Number","5436"
"2002 Population","45 - 49 years","Both sexes","Laois","2002","Number","3839"
"2002 Population","45 - 49 years","Both sexes","Longford","2002","Number","2112"
"2002 Population","45 - 49 years","Both sexes","Louth","2002","Number","6211"
"2002 Population","45 - 49 years","Both sexes","Meath","2002","Number","8851"
"2002 Population","45 - 49 years","Both sexes","Offaly","2002","Number","4064"
"2002 Population","45 - 49 years","Both sexes","Westmeath","2002","Number","4683"
"2002 Population","45 - 49 years","Both sexes","Wexford","2002","Number","7398"
"2002 Population","45 - 49 years","Both sexes","Wicklow","2002","Number","7571"
"2002 Population","45 - 49 years","Both sexes","Munster","2002","Number","71287"
"2002 Population","45 - 49 years","Both sexes","Clare","2002","Number","6847"
"2002 Population","45 - 49 years","Both sexes","Cork","2002","Number","28552"
"2002 Population","45 - 49 years","Both sexes","Cork City","2002","Number","7073"
"2002 Population","45 - 49 years","Both sexes","Cork County","2002","Number","21479"
"2002 Population","45 - 49 years","Both sexes","Kerry","2002","Number","9044"
"2002 Population","45 - 49 years","Both sexes","Limerick","2002","Number","11146"
"2002 Population","45 - 49 years","Both sexes","Limerick City","2002","Number","3033"
"2002 Population","45 - 49 years","Both sexes","Limerick County","2002","Number","8113"
"2002 Population","45 - 49 years","Both sexes","North Tipperary","2002","Number","4092"
"2002 Population","45 - 49 years","Both sexes","South Tipperary","2002","Number","5247"
"2002 Population","45 - 49 years","Both sexes","Waterford","2002","Number","6359"
"2002 Population","45 - 49 years","Both sexes","Waterford City","2002","Number","2531"
"2002 Population","45 - 49 years","Both sexes","Waterford County","2002","Number","3828"
"2002 Population","45 - 49 years","Both sexes","Connacht","2002","Number","31050"
"2002 Population","45 - 49 years","Both sexes","Galway","2002","Number","13391"
"2002 Population","45 - 49 years","Both sexes","Galway City","2002","Number","3615"
"2002 Population","45 - 49 years","Both sexes","Galway County","2002","Number","9776"
"2002 Population","45 - 49 years","Both sexes","Leitrim","2002","Number","1862"
"2002 Population","45 - 49 years","Both sexes","Mayo","2002","Number","8000"
"2002 Population","45 - 49 years","Both sexes","Roscommon","2002","Number","3830"
"2002 Population","45 - 49 years","Both sexes","Sligo","2002","Number","3967"
"2002 Population","45 - 49 years","Both sexes","Ulster (part of)","2002","Number","15605"
"2002 Population","45 - 49 years","Both sexes","Cavan","2002","Number","3730"
"2002 Population","45 - 49 years","Both sexes","Donegal","2002","Number","8506"
"2002 Population","45 - 49 years","Both sexes","Monaghan","2002","Number","3369"
"2002 Population","45 - 49 years","Male","State","2002","Number","124981"
"2002 Population","45 - 49 years","Male","Leinster","2002","Number","64979"
"2002 Population","45 - 49 years","Male","Carlow","2002","Number","1469"
"2002 Population","45 - 49 years","Male","Dublin","2002","Number","32518"
"2002 Population","45 - 49 years","Male","Dublin City","2002","Number","13020"
"2002 Population","45 - 49 years","Male","Dún Laoghaire-Rathdown","2002","Number","5907"
"2002 Population","45 - 49 years","Male","Fingal","2002","Number","6303"
"2002 Population","45 - 49 years","Male","South Dublin","2002","Number","7288"
"2002 Population","45 - 49 years","Male","Kildare","2002","Number","5455"
"2002 Population","45 - 49 years","Male","Kilkenny","2002","Number","2769"
"2002 Population","45 - 49 years","Male","Laois","2002","Number","1999"
"2002 Population","45 - 49 years","Male","Longford","2002","Number","1080"
"2002 Population","45 - 49 years","Male","Louth","2002","Number","3176"
"2002 Population","45 - 49 years","Male","Meath","2002","Number","4524"
"2002 Population","45 - 49 years","Male","Offaly","2002","Number","2108"
"2002 Population","45 - 49 years","Male","Westmeath","2002","Number","2382"
"2002 Population","45 - 49 years","Male","Wexford","2002","Number","3788"
"2002 Population","45 - 49 years","Male","Wicklow","2002","Number","3711"
"2002 Population","45 - 49 years","Male","Munster","2002","Number","36160"
"2002 Population","45 - 49 years","Male","Clare","2002","Number","3476"
"2002 Population","45 - 49 years","Male","Cork","2002","Number","14355"
"2002 Population","45 - 49 years","Male","Cork City","2002","Number","3444"
"2002 Population","45 - 49 years","Male","Cork County","2002","Number","10911"
"2002 Population","45 - 49 years","Male","Kerry","2002","Number","4628"
"2002 Population","45 - 49 years","Male","Limerick","2002","Number","5673"
"2002 Population","45 - 49 years","Male","Limerick City","2002","Number","1556"
"2002 Population","45 - 49 years","Male","Limerick County","2002","Number","4117"
"2002 Population","45 - 49 years","Male","North Tipperary","2002","Number","2082"
"2002 Population","45 - 49 years","Male","South Tipperary","2002","Number","2735"
"2002 Population","45 - 49 years","Male","Waterford","2002","Number","3211"
"2002 Population","45 - 49 years","Male","Waterford City","2002","Number","1257"
"2002 Population","45 - 49 years","Male","Waterford County","2002","Number","1954"
"2002 Population","45 - 49 years","Male","Connacht","2002","Number","15781"
"2002 Population","45 - 49 years","Male","Galway","2002","Number","6766"
"2002 Population","45 - 49 years","Male","Galway City","2002","Number","1732"
"2002 Population","45 - 49 years","Male","Galway County","2002","Number","5034"
"2002 Population","45 - 49 years","Male","Leitrim","2002","Number","956"
"2002 Population","45 - 49 years","Male","Mayo","2002","Number","4089"
"2002 Population","45 - 49 years","Male","Roscommon","2002","Number","2025"
"2002 Population","45 - 49 years","Male","Sligo","2002","Number","1945"
"2002 Population","45 - 49 years","Male","Ulster (part of)","2002","Number","8061"
"2002 Population","45 - 49 years","Male","Cavan","2002","Number","1958"
"2002 Population","45 - 49 years","Male","Donegal","2002","Number","4340"
"2002 Population","45 - 49 years","Male","Monaghan","2002","Number","1763"
"2002 Population","45 - 49 years","Female","State","2002","Number","124623"
"2002 Population","45 - 49 years","Female","Leinster","2002","Number","66683"
"2002 Population","45 - 49 years","Female","Carlow","2002","Number","1406"
"2002 Population","45 - 49 years","Female","Dublin","2002","Number","35291"
"2002 Population","45 - 49 years","Female","Dublin City","2002","Number","13682"
"2002 Population","45 - 49 years","Female","Dún Laoghaire-Rathdown","2002","Number","6552"
"2002 Population","45 - 49 years","Female","Fingal","2002","Number","6593"
"2002 Population","45 - 49 years","Female","South Dublin","2002","Number","8464"
"2002 Population","45 - 49 years","Female","Kildare","2002","Number","5358"
"2002 Population","45 - 49 years","Female","Kilkenny","2002","Number","2667"
"2002 Population","45 - 49 years","Female","Laois","2002","Number","1840"
"2002 Population","45 - 49 years","Female","Longford","2002","Number","1032"
"2002 Population","45 - 49 years","Female","Louth","2002","Number","3035"
"2002 Population","45 - 49 years","Female","Meath","2002","Number","4327"
"2002 Population","45 - 49 years","Female","Offaly","2002","Number","1956"
"2002 Population","45 - 49 years","Female","Westmeath","2002","Number","2301"
"2002 Population","45 - 49 years","Female","Wexford","2002","Number","3610"
"2002 Population","45 - 49 years","Female","Wicklow","2002","Number","3860"
"2002 Population","45 - 49 years","Female","Munster","2002","Number","35127"
"2002 Population","45 - 49 years","Female","Clare","2002","Number","3371"
"2002 Population","45 - 49 years","Female","Cork","2002","Number","14197"
"2002 Population","45 - 49 years","Female","Cork City","2002","Number","3629"
"2002 Population","45 - 49 years","Female","Cork County","2002","Number","10568"
"2002 Population","45 - 49 years","Female","Kerry","2002","Number","4416"
"2002 Population","45 - 49 years","Female","Limerick","2002","Number","5473"
"2002 Population","45 - 49 years","Female","Limerick City","2002","Number","1477"
"2002 Population","45 - 49 years","Female","Limerick County","2002","Number","3996"
"2002 Population","45 - 49 years","Female","North Tipperary","2002","Number","2010"
"2002 Population","45 - 49 years","Female","South Tipperary","2002","Number","2512"
"2002 Population","45 - 49 years","Female","Waterford","2002","Number","3148"
"2002 Population","45 - 49 years","Female","Waterford City","2002","Number","1274"
"2002 Population","45 - 49 years","Female","Waterford County","2002","Number","1874"
"2002 Population","45 - 49 years","Female","Connacht","2002","Number","15269"
"2002 Population","45 - 49 years","Female","Galway","2002","Number","6625"
"2002 Population","45 - 49 years","Female","Galway City","2002","Number","1883"
"2002 Population","45 - 49 years","Female","Galway County","2002","Number","4742"
"2002 Population","45 - 49 years","Female","Leitrim","2002","Number","906"
"2002 Population","45 - 49 years","Female","Mayo","2002","Number","3911"
"2002 Population","45 - 49 years","Female","Roscommon","2002","Number","1805"
"2002 Population","45 - 49 years","Female","Sligo","2002","Number","2022"
"2002 Population","45 - 49 years","Female","Ulster (part of)","2002","Number","7544"
"2002 Population","45 - 49 years","Female","Cavan","2002","Number","1772"
"2002 Population","45 - 49 years","Female","Donegal","2002","Number","4166"
"2002 Population","45 - 49 years","Female","Monaghan","2002","Number","1606"
"2002 Population","50 - 54 years","Both sexes","State","2002","Number","230843"
"2002 Population","50 - 54 years","Both sexes","Leinster","2002","Number","120151"
"2002 Population","50 - 54 years","Both sexes","Carlow","2002","Number","2643"
"2002 Population","50 - 54 years","Both sexes","Dublin","2002","Number","62840"
"2002 Population","50 - 54 years","Both sexes","Dublin City","2002","Number","25186"
"2002 Population","50 - 54 years","Both sexes","Dún Laoghaire-Rathdown","2002","Number","11405"
"2002 Population","50 - 54 years","Both sexes","Fingal","2002","Number","11379"
"2002 Population","50 - 54 years","Both sexes","South Dublin","2002","Number","14870"
"2002 Population","50 - 54 years","Both sexes","Kildare","2002","Number","9231"
"2002 Population","50 - 54 years","Both sexes","Kilkenny","2002","Number","4921"
"2002 Population","50 - 54 years","Both sexes","Laois","2002","Number","3291"
"2002 Population","50 - 54 years","Both sexes","Longford","2002","Number","2027"
"2002 Population","50 - 54 years","Both sexes","Louth","2002","Number","5760"
"2002 Population","50 - 54 years","Both sexes","Meath","2002","Number","7757"
"2002 Population","50 - 54 years","Both sexes","Offaly","2002","Number","3707"
"2002 Population","50 - 54 years","Both sexes","Westmeath","2002","Number","4090"
"2002 Population","50 - 54 years","Both sexes","Wexford","2002","Number","6881"
"2002 Population","50 - 54 years","Both sexes","Wicklow","2002","Number","7003"
"2002 Population","50 - 54 years","Both sexes","Munster","2002","Number","67124"
"2002 Population","50 - 54 years","Both sexes","Clare","2002","Number","6621"
"2002 Population","50 - 54 years","Both sexes","Cork","2002","Number","26609"
"2002 Population","50 - 54 years","Both sexes","Cork City","2002","Number","6739"
"2002 Population","50 - 54 years","Both sexes","Cork County","2002","Number","19870"
"2002 Population","50 - 54 years","Both sexes","Kerry","2002","Number","8764"
"2002 Population","50 - 54 years","Both sexes","Limerick","2002","Number","10451"
"2002 Population","50 - 54 years","Both sexes","Limerick City","2002","Number","2906"
"2002 Population","50 - 54 years","Both sexes","Limerick County","2002","Number","7545"
"2002 Population","50 - 54 years","Both sexes","North Tipperary","2002","Number","3820"
"2002 Population","50 - 54 years","Both sexes","South Tipperary","2002","Number","4930"
"2002 Population","50 - 54 years","Both sexes","Waterford","2002","Number","5929"
"2002 Population","50 - 54 years","Both sexes","Waterford City","2002","Number","2383"
"2002 Population","50 - 54 years","Both sexes","Waterford County","2002","Number","3546"
"2002 Population","50 - 54 years","Both sexes","Connacht","2002","Number","28673"
"2002 Population","50 - 54 years","Both sexes","Galway","2002","Number","12130"
"2002 Population","50 - 54 years","Both sexes","Galway City","2002","Number","3122"
"2002 Population","50 - 54 years","Both sexes","Galway County","2002","Number","9008"
"2002 Population","50 - 54 years","Both sexes","Leitrim","2002","Number","1671"
"2002 Population","50 - 54 years","Both sexes","Mayo","2002","Number","7643"
"2002 Population","50 - 54 years","Both sexes","Roscommon","2002","Number","3433"
"2002 Population","50 - 54 years","Both sexes","Sligo","2002","Number","3796"
"2002 Population","50 - 54 years","Both sexes","Ulster (part of)","2002","Number","14895"
"2002 Population","50 - 54 years","Both sexes","Cavan","2002","Number","3360"
"2002 Population","50 - 54 years","Both sexes","Donegal","2002","Number","8325"
"2002 Population","50 - 54 years","Both sexes","Monaghan","2002","Number","3210"
"2002 Population","50 - 54 years","Male","State","2002","Number","116585"
"2002 Population","50 - 54 years","Male","Leinster","2002","Number","59616"
"2002 Population","50 - 54 years","Male","Carlow","2002","Number","1372"
"2002 Population","50 - 54 years","Male","Dublin","2002","Number","30385"
"2002 Population","50 - 54 years","Male","Dublin City","2002","Number","12253"
"2002 Population","50 - 54 years","Male","Dún Laoghaire-Rathdown","2002","Number","5420"
"2002 Population","50 - 54 years","Male","Fingal","2002","Number","5510"
"2002 Population","50 - 54 years","Male","South Dublin","2002","Number","7202"
"2002 Population","50 - 54 years","Male","Kildare","2002","Number","4689"
"2002 Population","50 - 54 years","Male","Kilkenny","2002","Number","2536"
"2002 Population","50 - 54 years","Male","Laois","2002","Number","1697"
"2002 Population","50 - 54 years","Male","Longford","2002","Number","1068"
"2002 Population","50 - 54 years","Male","Louth","2002","Number","2844"
"2002 Population","50 - 54 years","Male","Meath","2002","Number","3994"
"2002 Population","50 - 54 years","Male","Offaly","2002","Number","1870"
"2002 Population","50 - 54 years","Male","Westmeath","2002","Number","2104"
"2002 Population","50 - 54 years","Male","Wexford","2002","Number","3522"
"2002 Population","50 - 54 years","Male","Wicklow","2002","Number","3535"
"2002 Population","50 - 54 years","Male","Munster","2002","Number","34365"
"2002 Population","50 - 54 years","Male","Clare","2002","Number","3448"
"2002 Population","50 - 54 years","Male","Cork","2002","Number","13503"
"2002 Population","50 - 54 years","Male","Cork City","2002","Number","3357"
"2002 Population","50 - 54 years","Male","Cork County","2002","Number","10146"
"2002 Population","50 - 54 years","Male","Kerry","2002","Number","4517"
"2002 Population","50 - 54 years","Male","Limerick","2002","Number","5333"
"2002 Population","50 - 54 years","Male","Limerick City","2002","Number","1446"
"2002 Population","50 - 54 years","Male","Limerick County","2002","Number","3887"
"2002 Population","50 - 54 years","Male","North Tipperary","2002","Number","1984"
"2002 Population","50 - 54 years","Male","South Tipperary","2002","Number","2525"
"2002 Population","50 - 54 years","Male","Waterford","2002","Number","3055"
"2002 Population","50 - 54 years","Male","Waterford City","2002","Number","1209"
"2002 Population","50 - 54 years","Male","Waterford County","2002","Number","1846"
"2002 Population","50 - 54 years","Male","Connacht","2002","Number","14863"
"2002 Population","50 - 54 years","Male","Galway","2002","Number","6244"
"2002 Population","50 - 54 years","Male","Galway City","2002","Number","1505"
"2002 Population","50 - 54 years","Male","Galway County","2002","Number","4739"
"2002 Population","50 - 54 years","Male","Leitrim","2002","Number","889"
"2002 Population","50 - 54 years","Male","Mayo","2002","Number","3968"
"2002 Population","50 - 54 years","Male","Roscommon","2002","Number","1797"
"2002 Population","50 - 54 years","Male","Sligo","2002","Number","1965"
"2002 Population","50 - 54 years","Male","Ulster (part of)","2002","Number","7741"
"2002 Population","50 - 54 years","Male","Cavan","2002","Number","1837"
"2002 Population","50 - 54 years","Male","Donegal","2002","Number","4223"
"2002 Population","50 - 54 years","Male","Monaghan","2002","Number","1681"
"2002 Population","50 - 54 years","Female","State","2002","Number","114258"
"2002 Population","50 - 54 years","Female","Leinster","2002","Number","60535"
"2002 Population","50 - 54 years","Female","Carlow","2002","Number","1271"
"2002 Population","50 - 54 years","Female","Dublin","2002","Number","32455"
"2002 Population","50 - 54 years","Female","Dublin City","2002","Number","12933"
"2002 Population","50 - 54 years","Female","Dún Laoghaire-Rathdown","2002","Number","5985"
"2002 Population","50 - 54 years","Female","Fingal","2002","Number","5869"
"2002 Population","50 - 54 years","Female","South Dublin","2002","Number","7668"
"2002 Population","50 - 54 years","Female","Kildare","2002","Number","4542"
"2002 Population","50 - 54 years","Female","Kilkenny","2002","Number","2385"
"2002 Population","50 - 54 years","Female","Laois","2002","Number","1594"
"2002 Population","50 - 54 years","Female","Longford","2002","Number","959"
"2002 Population","50 - 54 years","Female","Louth","2002","Number","2916"
"2002 Population","50 - 54 years","Female","Meath","2002","Number","3763"
"2002 Population","50 - 54 years","Female","Offaly","2002","Number","1837"
"2002 Population","50 - 54 years","Female","Westmeath","2002","Number","1986"
"2002 Population","50 - 54 years","Female","Wexford","2002","Number","3359"
"2002 Population","50 - 54 years","Female","Wicklow","2002","Number","3468"
"2002 Population","50 - 54 years","Female","Munster","2002","Number","32759"
"2002 Population","50 - 54 years","Female","Clare","2002","Number","3173"
"2002 Population","50 - 54 years","Female","Cork","2002","Number","13106"
"2002 Population","50 - 54 years","Female","Cork City","2002","Number","3382"
"2002 Population","50 - 54 years","Female","Cork County","2002","Number","9724"
"2002 Population","50 - 54 years","Female","Kerry","2002","Number","4247"
"2002 Population","50 - 54 years","Female","Limerick","2002","Number","5118"
"2002 Population","50 - 54 years","Female","Limerick City","2002","Number","1460"
"2002 Population","50 - 54 years","Female","Limerick County","2002","Number","3658"
"2002 Population","50 - 54 years","Female","North Tipperary","2002","Number","1836"
"2002 Population","50 - 54 years","Female","South Tipperary","2002","Number","2405"
"2002 Population","50 - 54 years","Female","Waterford","2002","Number","2874"
"2002 Population","50 - 54 years","Female","Waterford City","2002","Number","1174"
"2002 Population","50 - 54 years","Female","Waterford County","2002","Number","1700"
"2002 Population","50 - 54 years","Female","Connacht","2002","Number","13810"
"2002 Population","50 - 54 years","Female","Galway","2002","Number","5886"
"2002 Population","50 - 54 years","Female","Galway City","2002","Number","1617"
"2002 Population","50 - 54 years","Female","Galway County","2002","Number","4269"
"2002 Population","50 - 54 years","Female","Leitrim","2002","Number","782"
"2002 Population","50 - 54 years","Female","Mayo","2002","Number","3675"
"2002 Population","50 - 54 years","Female","Roscommon","2002","Number","1636"
"2002 Population","50 - 54 years","Female","Sligo","2002","Number","1831"
"2002 Population","50 - 54 years","Female","Ulster (part of)","2002","Number","7154"
"2002 Population","50 - 54 years","Female","Cavan","2002","Number","1523"
"2002 Population","50 - 54 years","Female","Donegal","2002","Number","4102"
"2002 Population","50 - 54 years","Female","Monaghan","2002","Number","1529"
"2002 Population","55 - 59 years","Both sexes","State","2002","Number","197294"
"2002 Population","55 - 59 years","Both sexes","Leinster","2002","Number","102063"
"2002 Population","55 - 59 years","Both sexes","Carlow","2002","Number","2120"
"2002 Population","55 - 59 years","Both sexes","Dublin","2002","Number","53415"
"2002 Population","55 - 59 years","Both sexes","Dublin City","2002","Number","22578"
"2002 Population","55 - 59 years","Both sexes","Dún Laoghaire-Rathdown","2002","Number","10551"
"2002 Population","55 - 59 years","Both sexes","Fingal","2002","Number","9290"
"2002 Population","55 - 59 years","Both sexes","South Dublin","2002","Number","10996"
"2002 Population","55 - 59 years","Both sexes","Kildare","2002","Number","7399"
"2002 Population","55 - 59 years","Both sexes","Kilkenny","2002","Number","4190"
"2002 Population","55 - 59 years","Both sexes","Laois","2002","Number","2815"
"2002 Population","55 - 59 years","Both sexes","Longford","2002","Number","1729"
"2002 Population","55 - 59 years","Both sexes","Louth","2002","Number","5078"
"2002 Population","55 - 59 years","Both sexes","Meath","2002","Number","6449"
"2002 Population","55 - 59 years","Both sexes","Offaly","2002","Number","3154"
"2002 Population","55 - 59 years","Both sexes","Westmeath","2002","Number","3393"
"2002 Population","55 - 59 years","Both sexes","Wexford","2002","Number","6272"
"2002 Population","55 - 59 years","Both sexes","Wicklow","2002","Number","6049"
"2002 Population","55 - 59 years","Both sexes","Munster","2002","Number","57939"
"2002 Population","55 - 59 years","Both sexes","Clare","2002","Number","5629"
"2002 Population","55 - 59 years","Both sexes","Cork","2002","Number","22735"
"2002 Population","55 - 59 years","Both sexes","Cork City","2002","Number","6281"
"2002 Population","55 - 59 years","Both sexes","Cork County","2002","Number","16454"
"2002 Population","55 - 59 years","Both sexes","Kerry","2002","Number","7820"
"2002 Population","55 - 59 years","Both sexes","Limerick","2002","Number","8808"
"2002 Population","55 - 59 years","Both sexes","Limerick City","2002","Number","2488"
"2002 Population","55 - 59 years","Both sexes","Limerick County","2002","Number","6320"
"2002 Population","55 - 59 years","Both sexes","North Tipperary","2002","Number","3334"
"2002 Population","55 - 59 years","Both sexes","South Tipperary","2002","Number","4160"
"2002 Population","55 - 59 years","Both sexes","Waterford","2002","Number","5453"
"2002 Population","55 - 59 years","Both sexes","Waterford City","2002","Number","2199"
"2002 Population","55 - 59 years","Both sexes","Waterford County","2002","Number","3254"
"2002 Population","55 - 59 years","Both sexes","Connacht","2002","Number","24298"
"2002 Population","55 - 59 years","Both sexes","Galway","2002","Number","10235"
"2002 Population","55 - 59 years","Both sexes","Galway City","2002","Number","2722"
"2002 Population","55 - 59 years","Both sexes","Galway County","2002","Number","7513"
"2002 Population","55 - 59 years","Both sexes","Leitrim","2002","Number","1481"
"2002 Population","55 - 59 years","Both sexes","Mayo","2002","Number","6459"
"2002 Population","55 - 59 years","Both sexes","Roscommon","2002","Number","3013"
"2002 Population","55 - 59 years","Both sexes","Sligo","2002","Number","3110"
"2002 Population","55 - 59 years","Both sexes","Ulster (part of)","2002","Number","12994"
"2002 Population","55 - 59 years","Both sexes","Cavan","2002","Number","2911"
"2002 Population","55 - 59 years","Both sexes","Donegal","2002","Number","7400"
"2002 Population","55 - 59 years","Both sexes","Monaghan","2002","Number","2683"
"2002 Population","55 - 59 years","Male","State","2002","Number","99827"
"2002 Population","55 - 59 years","Male","Leinster","2002","Number","50782"
"2002 Population","55 - 59 years","Male","Carlow","2002","Number","1099"
"2002 Population","55 - 59 years","Male","Dublin","2002","Number","25787"
"2002 Population","55 - 59 years","Male","Dublin City","2002","Number","10904"
"2002 Population","55 - 59 years","Male","Dún Laoghaire-Rathdown","2002","Number","4909"
"2002 Population","55 - 59 years","Male","Fingal","2002","Number","4571"
"2002 Population","55 - 59 years","Male","South Dublin","2002","Number","5403"
"2002 Population","55 - 59 years","Male","Kildare","2002","Number","3877"
"2002 Population","55 - 59 years","Male","Kilkenny","2002","Number","2159"
"2002 Population","55 - 59 years","Male","Laois","2002","Number","1466"
"2002 Population","55 - 59 years","Male","Longford","2002","Number","893"
"2002 Population","55 - 59 years","Male","Louth","2002","Number","2565"
"2002 Population","55 - 59 years","Male","Meath","2002","Number","3377"
"2002 Population","55 - 59 years","Male","Offaly","2002","Number","1564"
"2002 Population","55 - 59 years","Male","Westmeath","2002","Number","1745"
"2002 Population","55 - 59 years","Male","Wexford","2002","Number","3151"
"2002 Population","55 - 59 years","Male","Wicklow","2002","Number","3099"
"2002 Population","55 - 59 years","Male","Munster","2002","Number","29399"
"2002 Population","55 - 59 years","Male","Clare","2002","Number","2870"
"2002 Population","55 - 59 years","Male","Cork","2002","Number","11432"
"2002 Population","55 - 59 years","Male","Cork City","2002","Number","3062"
"2002 Population","55 - 59 years","Male","Cork County","2002","Number","8370"
"2002 Population","55 - 59 years","Male","Kerry","2002","Number","4096"
"2002 Population","55 - 59 years","Male","Limerick","2002","Number","4415"
"2002 Population","55 - 59 years","Male","Limerick City","2002","Number","1207"
"2002 Population","55 - 59 years","Male","Limerick County","2002","Number","3208"
"2002 Population","55 - 59 years","Male","North Tipperary","2002","Number","1696"
"2002 Population","55 - 59 years","Male","South Tipperary","2002","Number","2130"
"2002 Population","55 - 59 years","Male","Waterford","2002","Number","2760"
"2002 Population","55 - 59 years","Male","Waterford City","2002","Number","1101"
"2002 Population","55 - 59 years","Male","Waterford County","2002","Number","1659"
"2002 Population","55 - 59 years","Male","Connacht","2002","Number","12794"
"2002 Population","55 - 59 years","Male","Galway","2002","Number","5339"
"2002 Population","55 - 59 years","Male","Galway City","2002","Number","1331"
"2002 Population","55 - 59 years","Male","Galway County","2002","Number","4008"
"2002 Population","55 - 59 years","Male","Leitrim","2002","Number","791"
"2002 Population","55 - 59 years","Male","Mayo","2002","Number","3462"
"2002 Population","55 - 59 years","Male","Roscommon","2002","Number","1590"
"2002 Population","55 - 59 years","Male","Sligo","2002","Number","1612"
"2002 Population","55 - 59 years","Male","Ulster (part of)","2002","Number","6852"
"2002 Population","55 - 59 years","Male","Cavan","2002","Number","1535"
"2002 Population","55 - 59 years","Male","Donegal","2002","Number","3918"
"2002 Population","55 - 59 years","Male","Monaghan","2002","Number","1399"
"2002 Population","55 - 59 years","Female","State","2002","Number","97467"
"2002 Population","55 - 59 years","Female","Leinster","2002","Number","51281"
"2002 Population","55 - 59 years","Female","Carlow","2002","Number","1021"
"2002 Population","55 - 59 years","Female","Dublin","2002","Number","27628"
"2002 Population","55 - 59 years","Female","Dublin City","2002","Number","11674"
"2002 Population","55 - 59 years","Female","Dún Laoghaire-Rathdown","2002","Number","5642"
"2002 Population","55 - 59 years","Female","Fingal","2002","Number","4719"
