"Statistic Label","Age Group","Sex","Province County or City","CensusYear","UNIT","VALUE"
"Population","65 - 69 years","Male","Dublin City","2006","Number","8559"
"Population","65 - 69 years","Male","Dún Laoghaire-Rathdown","2006","Number","3674"
"Population","65 - 69 years","Male","Fingal","2006","Number","2720"
"Population","65 - 69 years","Male","South Dublin","2006","Number","3171"
"Population","65 - 69 years","Male","Kildare","2006","Number","2161"
"Population","65 - 69 years","Male","Kilkenny","2006","Number","1485"
"Population","65 - 69 years","Male","Laois","2006","Number","1024"
"Population","65 - 69 years","Male","Longford","2006","Number","632"
"Population","65 - 69 years","Male","Louth","2006","Number","1794"
"Population","65 - 69 years","Male","Meath","2006","Number","2130"
"Population","65 - 69 years","Male","Offaly","2006","Number","1174"
"Population","65 - 69 years","Male","Westmeath","2006","Number","1261"
"Population","65 - 69 years","Male","Wexford","2006","Number","2562"
"Population","65 - 69 years","Male","Wicklow","2006","Number","2002"
"Population","65 - 69 years","Male","Munster","2006","Number","21238"
"Population","65 - 69 years","Male","Clare","2006","Number","2026"
"Population","65 - 69 years","Male","Cork","2006","Number","8285"
"Population","65 - 69 years","Male","Cork City","2006","Number","2433"
"Population","65 - 69 years","Male","Cork County","2006","Number","5852"
"Population","65 - 69 years","Male","Kerry","2006","Number","2911"
"Population","65 - 69 years","Male","Limerick","2006","Number","3178"
"Population","65 - 69 years","Male","Limerick City","2006","Number","980"
"Population","65 - 69 years","Male","Limerick County","2006","Number","2198"
"Population","65 - 69 years","Male","North Tipperary","2006","Number","1175"
"Population","65 - 69 years","Male","South Tipperary","2006","Number","1609"
"Population","65 - 69 years","Male","Waterford","2006","Number","2054"
"Population","65 - 69 years","Male","Waterford City","2006","Number","850"
"Population","65 - 69 years","Male","Waterford County","2006","Number","1204"
"Population","65 - 69 years","Male","Connacht","2006","Number","9529"
"Population","65 - 69 years","Male","Galway","2006","Number","3946"
"Population","65 - 69 years","Male","Galway City","2006","Number","931"
"Population","65 - 69 years","Male","Galway County","2006","Number","3015"
"Population","65 - 69 years","Male","Leitrim","2006","Number","633"
"Population","65 - 69 years","Male","Mayo","2006","Number","2570"
"Population","65 - 69 years","Male","Roscommon","2006","Number","1217"
"Population","65 - 69 years","Male","Sligo","2006","Number","1163"
"Population","65 - 69 years","Male","Ulster (part of)","2006","Number","4898"
"Population","65 - 69 years","Male","Cavan","2006","Number","1128"
"Population","65 - 69 years","Male","Donegal","2006","Number","2862"
"Population","65 - 69 years","Male","Monaghan","2006","Number","908"
"Population","65 - 69 years","Female","State","2006","Number","72501"
"Population","65 - 69 years","Female","Leinster","2006","Number","37413"
"Population","65 - 69 years","Female","Carlow","2006","Number","804"
"Population","65 - 69 years","Female","Dublin","2006","Number","20393"
"Population","65 - 69 years","Female","Dublin City","2006","Number","9942"
"Population","65 - 69 years","Female","Dún Laoghaire-Rathdown","2006","Number","4365"
"Population","65 - 69 years","Female","Fingal","2006","Number","2632"
"Population","65 - 69 years","Female","South Dublin","2006","Number","3454"
"Population","65 - 69 years","Female","Kildare","2006","Number","2202"
"Population","65 - 69 years","Female","Kilkenny","2006","Number","1457"
"Population","65 - 69 years","Female","Laois","2006","Number","1046"
"Population","65 - 69 years","Female","Longford","2006","Number","583"
"Population","65 - 69 years","Female","Louth","2006","Number","1859"
"Population","65 - 69 years","Female","Meath","2006","Number","2038"
"Population","65 - 69 years","Female","Offaly","2006","Number","1182"
"Population","65 - 69 years","Female","Westmeath","2006","Number","1271"
"Population","65 - 69 years","Female","Wexford","2006","Number","2478"
"Population","65 - 69 years","Female","Wicklow","2006","Number","2100"
"Population","65 - 69 years","Female","Munster","2006","Number","21304"
"Population","65 - 69 years","Female","Clare","2006","Number","1958"
"Population","65 - 69 years","Female","Cork","2006","Number","8499"
"Population","65 - 69 years","Female","Cork City","2006","Number","2813"
"Population","65 - 69 years","Female","Cork County","2006","Number","5686"
"Population","65 - 69 years","Female","Kerry","2006","Number","2913"
"Population","65 - 69 years","Female","Limerick","2006","Number","3174"
"Population","65 - 69 years","Female","Limerick City","2006","Number","1073"
"Population","65 - 69 years","Female","Limerick County","2006","Number","2101"
"Population","65 - 69 years","Female","North Tipperary","2006","Number","1163"
"Population","65 - 69 years","Female","South Tipperary","2006","Number","1548"
"Population","65 - 69 years","Female","Waterford","2006","Number","2049"
"Population","65 - 69 years","Female","Waterford City","2006","Number","927"
"Population","65 - 69 years","Female","Waterford County","2006","Number","1122"
"Population","65 - 69 years","Female","Connacht","2006","Number","9073"
"Population","65 - 69 years","Female","Galway","2006","Number","3676"
"Population","65 - 69 years","Female","Galway City","2006","Number","1030"
"Population","65 - 69 years","Female","Galway County","2006","Number","2646"
"Population","65 - 69 years","Female","Leitrim","2006","Number","563"
"Population","65 - 69 years","Female","Mayo","2006","Number","2497"
"Population","65 - 69 years","Female","Roscommon","2006","Number","1142"
"Population","65 - 69 years","Female","Sligo","2006","Number","1195"
"Population","65 - 69 years","Female","Ulster (part of)","2006","Number","4711"
"Population","65 - 69 years","Female","Cavan","2006","Number","1003"
"Population","65 - 69 years","Female","Donegal","2006","Number","2740"
"Population","65 - 69 years","Female","Monaghan","2006","Number","968"
"Population","70 - 74 years","Both sexes","State","2006","Number","119152"
"Population","70 - 74 years","Both sexes","Leinster","2006","Number","59138"
"Population","70 - 74 years","Both sexes","Carlow","2006","Number","1363"
"Population","70 - 74 years","Both sexes","Dublin","2006","Number","31632"
"Population","70 - 74 years","Both sexes","Dublin City","2006","Number","16525"
"Population","70 - 74 years","Both sexes","Dún Laoghaire-Rathdown","2006","Number","6636"
"Population","70 - 74 years","Both sexes","Fingal","2006","Number","3695"
"Population","70 - 74 years","Both sexes","South Dublin","2006","Number","4776"
"Population","70 - 74 years","Both sexes","Kildare","2006","Number","3130"
"Population","70 - 74 years","Both sexes","Kilkenny","2006","Number","2547"
"Population","70 - 74 years","Both sexes","Laois","2006","Number","1842"
"Population","70 - 74 years","Both sexes","Longford","2006","Number","1153"
"Population","70 - 74 years","Both sexes","Louth","2006","Number","2847"
"Population","70 - 74 years","Both sexes","Meath","2006","Number","3315"
"Population","70 - 74 years","Both sexes","Offaly","2006","Number","1987"
"Population","70 - 74 years","Both sexes","Westmeath","2006","Number","2120"
"Population","70 - 74 years","Both sexes","Wexford","2006","Number","4035"
"Population","70 - 74 years","Both sexes","Wicklow","2006","Number","3167"
"Population","70 - 74 years","Both sexes","Munster","2006","Number","35781"
"Population","70 - 74 years","Both sexes","Clare","2006","Number","3170"
"Population","70 - 74 years","Both sexes","Cork","2006","Number","14201"
"Population","70 - 74 years","Both sexes","Cork City","2006","Number","4499"
"Population","70 - 74 years","Both sexes","Cork County","2006","Number","9702"
"Population","70 - 74 years","Both sexes","Kerry","2006","Number","4846"
"Population","70 - 74 years","Both sexes","Limerick","2006","Number","5202"
"Population","70 - 74 years","Both sexes","Limerick City","2006","Number","1742"
"Population","70 - 74 years","Both sexes","Limerick County","2006","Number","3460"
"Population","70 - 74 years","Both sexes","North Tipperary","2006","Number","2249"
"Population","70 - 74 years","Both sexes","South Tipperary","2006","Number","2636"
"Population","70 - 74 years","Both sexes","Waterford","2006","Number","3477"
"Population","70 - 74 years","Both sexes","Waterford City","2006","Number","1470"
"Population","70 - 74 years","Both sexes","Waterford County","2006","Number","2007"
"Population","70 - 74 years","Both sexes","Connacht","2006","Number","15977"
"Population","70 - 74 years","Both sexes","Galway","2006","Number","6381"
"Population","70 - 74 years","Both sexes","Galway City","2006","Number","1570"
"Population","70 - 74 years","Both sexes","Galway County","2006","Number","4811"
"Population","70 - 74 years","Both sexes","Leitrim","2006","Number","1015"
"Population","70 - 74 years","Both sexes","Mayo","2006","Number","4398"
"Population","70 - 74 years","Both sexes","Roscommon","2006","Number","2180"
"Population","70 - 74 years","Both sexes","Sligo","2006","Number","2003"
"Population","70 - 74 years","Both sexes","Ulster (part of)","2006","Number","8256"
"Population","70 - 74 years","Both sexes","Cavan","2006","Number","2018"
"Population","70 - 74 years","Both sexes","Donegal","2006","Number","4502"
"Population","70 - 74 years","Both sexes","Monaghan","2006","Number","1736"
"Population","70 - 74 years","Male","State","2006","Number","56540"
"Population","70 - 74 years","Male","Leinster","2006","Number","27411"
"Population","70 - 74 years","Male","Carlow","2006","Number","644"
"Population","70 - 74 years","Male","Dublin","2006","Number","14059"
"Population","70 - 74 years","Male","Dublin City","2006","Number","7171"
"Population","70 - 74 years","Male","Dún Laoghaire-Rathdown","2006","Number","2927"
"Population","70 - 74 years","Male","Fingal","2006","Number","1714"
"Population","70 - 74 years","Male","South Dublin","2006","Number","2247"
"Population","70 - 74 years","Male","Kildare","2006","Number","1504"
"Population","70 - 74 years","Male","Kilkenny","2006","Number","1232"
"Population","70 - 74 years","Male","Laois","2006","Number","908"
"Population","70 - 74 years","Male","Longford","2006","Number","598"
"Population","70 - 74 years","Male","Louth","2006","Number","1364"
"Population","70 - 74 years","Male","Meath","2006","Number","1589"
"Population","70 - 74 years","Male","Offaly","2006","Number","970"
"Population","70 - 74 years","Male","Westmeath","2006","Number","1019"
"Population","70 - 74 years","Male","Wexford","2006","Number","1966"
"Population","70 - 74 years","Male","Wicklow","2006","Number","1558"
"Population","70 - 74 years","Male","Munster","2006","Number","17029"
"Population","70 - 74 years","Male","Clare","2006","Number","1559"
"Population","70 - 74 years","Male","Cork","2006","Number","6628"
"Population","70 - 74 years","Male","Cork City","2006","Number","1988"
"Population","70 - 74 years","Male","Cork County","2006","Number","4640"
"Population","70 - 74 years","Male","Kerry","2006","Number","2366"
"Population","70 - 74 years","Male","Limerick","2006","Number","2473"
"Population","70 - 74 years","Male","Limerick City","2006","Number","765"
"Population","70 - 74 years","Male","Limerick County","2006","Number","1708"
"Population","70 - 74 years","Male","North Tipperary","2006","Number","1087"
"Population","70 - 74 years","Male","South Tipperary","2006","Number","1287"
"Population","70 - 74 years","Male","Waterford","2006","Number","1629"
"Population","70 - 74 years","Male","Waterford City","2006","Number","666"
"Population","70 - 74 years","Male","Waterford County","2006","Number","963"
"Population","70 - 74 years","Male","Connacht","2006","Number","8002"
"Population","70 - 74 years","Male","Galway","2006","Number","3156"
"Population","70 - 74 years","Male","Galway City","2006","Number","717"
"Population","70 - 74 years","Male","Galway County","2006","Number","2439"
"Population","70 - 74 years","Male","Leitrim","2006","Number","533"
"Population","70 - 74 years","Male","Mayo","2006","Number","2218"
"Population","70 - 74 years","Male","Roscommon","2006","Number","1101"
"Population","70 - 74 years","Male","Sligo","2006","Number","994"
"Population","70 - 74 years","Male","Ulster (part of)","2006","Number","4098"
"Population","70 - 74 years","Male","Cavan","2006","Number","1015"
"Population","70 - 74 years","Male","Donegal","2006","Number","2244"
"Population","70 - 74 years","Male","Monaghan","2006","Number","839"
"Population","70 - 74 years","Female","State","2006","Number","62612"
"Population","70 - 74 years","Female","Leinster","2006","Number","31727"
"Population","70 - 74 years","Female","Carlow","2006","Number","719"
"Population","70 - 74 years","Female","Dublin","2006","Number","17573"
"Population","70 - 74 years","Female","Dublin City","2006","Number","9354"
"Population","70 - 74 years","Female","Dún Laoghaire-Rathdown","2006","Number","3709"
"Population","70 - 74 years","Female","Fingal","2006","Number","1981"
"Population","70 - 74 years","Female","South Dublin","2006","Number","2529"
"Population","70 - 74 years","Female","Kildare","2006","Number","1626"
"Population","70 - 74 years","Female","Kilkenny","2006","Number","1315"
"Population","70 - 74 years","Female","Laois","2006","Number","934"
"Population","70 - 74 years","Female","Longford","2006","Number","555"
"Population","70 - 74 years","Female","Louth","2006","Number","1483"
"Population","70 - 74 years","Female","Meath","2006","Number","1726"
"Population","70 - 74 years","Female","Offaly","2006","Number","1017"
"Population","70 - 74 years","Female","Westmeath","2006","Number","1101"
"Population","70 - 74 years","Female","Wexford","2006","Number","2069"
"Population","70 - 74 years","Female","Wicklow","2006","Number","1609"
"Population","70 - 74 years","Female","Munster","2006","Number","18752"
"Population","70 - 74 years","Female","Clare","2006","Number","1611"
"Population","70 - 74 years","Female","Cork","2006","Number","7573"
"Population","70 - 74 years","Female","Cork City","2006","Number","2511"
"Population","70 - 74 years","Female","Cork County","2006","Number","5062"
"Population","70 - 74 years","Female","Kerry","2006","Number","2480"
"Population","70 - 74 years","Female","Limerick","2006","Number","2729"
"Population","70 - 74 years","Female","Limerick City","2006","Number","977"
"Population","70 - 74 years","Female","Limerick County","2006","Number","1752"
"Population","70 - 74 years","Female","North Tipperary","2006","Number","1162"
"Population","70 - 74 years","Female","South Tipperary","2006","Number","1349"
"Population","70 - 74 years","Female","Waterford","2006","Number","1848"
"Population","70 - 74 years","Female","Waterford City","2006","Number","804"
"Population","70 - 74 years","Female","Waterford County","2006","Number","1044"
"Population","70 - 74 years","Female","Connacht","2006","Number","7975"
"Population","70 - 74 years","Female","Galway","2006","Number","3225"
"Population","70 - 74 years","Female","Galway City","2006","Number","853"
"Population","70 - 74 years","Female","Galway County","2006","Number","2372"
"Population","70 - 74 years","Female","Leitrim","2006","Number","482"
"Population","70 - 74 years","Female","Mayo","2006","Number","2180"
"Population","70 - 74 years","Female","Roscommon","2006","Number","1079"
"Population","70 - 74 years","Female","Sligo","2006","Number","1009"
"Population","70 - 74 years","Female","Ulster (part of)","2006","Number","4158"
"Population","70 - 74 years","Female","Cavan","2006","Number","1003"
"Population","70 - 74 years","Female","Donegal","2006","Number","2258"
"Population","70 - 74 years","Female","Monaghan","2006","Number","897"
"Population","75 - 79 years","Both sexes","State","2006","Number","92466"
"Population","75 - 79 years","Both sexes","Leinster","2006","Number","45386"
"Population","75 - 79 years","Both sexes","Carlow","2006","Number","1049"
"Population","75 - 79 years","Both sexes","Dublin","2006","Number","24610"
"Population","75 - 79 years","Both sexes","Dublin City","2006","Number","13539"
"Population","75 - 79 years","Both sexes","Dún Laoghaire-Rathdown","2006","Number","5250"
"Population","75 - 79 years","Both sexes","Fingal","2006","Number","2514"
"Population","75 - 79 years","Both sexes","South Dublin","2006","Number","3307"
"Population","75 - 79 years","Both sexes","Kildare","2006","Number","2272"
"Population","75 - 79 years","Both sexes","Kilkenny","2006","Number","2005"
"Population","75 - 79 years","Both sexes","Laois","2006","Number","1499"
"Population","75 - 79 years","Both sexes","Longford","2006","Number","824"
"Population","75 - 79 years","Both sexes","Louth","2006","Number","2234"
"Population","75 - 79 years","Both sexes","Meath","2006","Number","2432"
"Population","75 - 79 years","Both sexes","Offaly","2006","Number","1572"
"Population","75 - 79 years","Both sexes","Westmeath","2006","Number","1685"
"Population","75 - 79 years","Both sexes","Wexford","2006","Number","2880"
"Population","75 - 79 years","Both sexes","Wicklow","2006","Number","2324"
"Population","75 - 79 years","Both sexes","Munster","2006","Number","27589"
"Population","75 - 79 years","Both sexes","Clare","2006","Number","2525"
"Population","75 - 79 years","Both sexes","Cork","2006","Number","10807"
"Population","75 - 79 years","Both sexes","Cork City","2006","Number","3335"
"Population","75 - 79 years","Both sexes","Cork County","2006","Number","7472"
"Population","75 - 79 years","Both sexes","Kerry","2006","Number","3914"
"Population","75 - 79 years","Both sexes","Limerick","2006","Number","3938"
"Population","75 - 79 years","Both sexes","Limerick City","2006","Number","1315"
"Population","75 - 79 years","Both sexes","Limerick County","2006","Number","2623"
"Population","75 - 79 years","Both sexes","North Tipperary","2006","Number","1740"
"Population","75 - 79 years","Both sexes","South Tipperary","2006","Number","2153"
"Population","75 - 79 years","Both sexes","Waterford","2006","Number","2512"
"Population","75 - 79 years","Both sexes","Waterford City","2006","Number","1040"
"Population","75 - 79 years","Both sexes","Waterford County","2006","Number","1472"
"Population","75 - 79 years","Both sexes","Connacht","2006","Number","12914"
"Population","75 - 79 years","Both sexes","Galway","2006","Number","4965"
"Population","75 - 79 years","Both sexes","Galway City","2006","Number","1189"
"Population","75 - 79 years","Both sexes","Galway County","2006","Number","3776"
"Population","75 - 79 years","Both sexes","Leitrim","2006","Number","886"
"Population","75 - 79 years","Both sexes","Mayo","2006","Number","3565"
"Population","75 - 79 years","Both sexes","Roscommon","2006","Number","1847"
"Population","75 - 79 years","Both sexes","Sligo","2006","Number","1651"
"Population","75 - 79 years","Both sexes","Ulster (part of)","2006","Number","6577"
"Population","75 - 79 years","Both sexes","Cavan","2006","Number","1663"
"Population","75 - 79 years","Both sexes","Donegal","2006","Number","3554"
"Population","75 - 79 years","Both sexes","Monaghan","2006","Number","1360"
"Population","75 - 79 years","Male","State","2006","Number","40121"
"Population","75 - 79 years","Male","Leinster","2006","Number","19158"
"Population","75 - 79 years","Male","Carlow","2006","Number","489"
"Population","75 - 79 years","Male","Dublin","2006","Number","9993"
"Population","75 - 79 years","Male","Dublin City","2006","Number","5370"
"Population","75 - 79 years","Male","Dún Laoghaire-Rathdown","2006","Number","2149"
"Population","75 - 79 years","Male","Fingal","2006","Number","1063"
"Population","75 - 79 years","Male","South Dublin","2006","Number","1411"
"Population","75 - 79 years","Male","Kildare","2006","Number","990"
"Population","75 - 79 years","Male","Kilkenny","2006","Number","888"
"Population","75 - 79 years","Male","Laois","2006","Number","719"
"Population","75 - 79 years","Male","Longford","2006","Number","325"
"Population","75 - 79 years","Male","Louth","2006","Number","932"
"Population","75 - 79 years","Male","Meath","2006","Number","1067"
"Population","75 - 79 years","Male","Offaly","2006","Number","728"
"Population","75 - 79 years","Male","Westmeath","2006","Number","712"
"Population","75 - 79 years","Male","Wexford","2006","Number","1333"
"Population","75 - 79 years","Male","Wicklow","2006","Number","982"
"Population","75 - 79 years","Male","Munster","2006","Number","12091"
"Population","75 - 79 years","Male","Clare","2006","Number","1140"
"Population","75 - 79 years","Male","Cork","2006","Number","4641"
"Population","75 - 79 years","Male","Cork City","2006","Number","1385"
"Population","75 - 79 years","Male","Cork County","2006","Number","3256"
"Population","75 - 79 years","Male","Kerry","2006","Number","1731"
"Population","75 - 79 years","Male","Limerick","2006","Number","1710"
"Population","75 - 79 years","Male","Limerick City","2006","Number","541"
"Population","75 - 79 years","Male","Limerick County","2006","Number","1169"
"Population","75 - 79 years","Male","North Tipperary","2006","Number","775"
"Population","75 - 79 years","Male","South Tipperary","2006","Number","985"
"Population","75 - 79 years","Male","Waterford","2006","Number","1109"
"Population","75 - 79 years","Male","Waterford City","2006","Number","423"
"Population","75 - 79 years","Male","Waterford County","2006","Number","686"
"Population","75 - 79 years","Male","Connacht","2006","Number","5847"
"Population","75 - 79 years","Male","Galway","2006","Number","2237"
"Population","75 - 79 years","Male","Galway City","2006","Number","489"
"Population","75 - 79 years","Male","Galway County","2006","Number","1748"
"Population","75 - 79 years","Male","Leitrim","2006","Number","417"
"Population","75 - 79 years","Male","Mayo","2006","Number","1616"
"Population","75 - 79 years","Male","Roscommon","2006","Number","845"
"Population","75 - 79 years","Male","Sligo","2006","Number","732"
"Population","75 - 79 years","Male","Ulster (part of)","2006","Number","3025"
"Population","75 - 79 years","Male","Cavan","2006","Number","797"
"Population","75 - 79 years","Male","Donegal","2006","Number","1623"
"Population","75 - 79 years","Male","Monaghan","2006","Number","605"
"Population","75 - 79 years","Female","State","2006","Number","52345"
"Population","75 - 79 years","Female","Leinster","2006","Number","26228"
"Population","75 - 79 years","Female","Carlow","2006","Number","560"
"Population","75 - 79 years","Female","Dublin","2006","Number","14617"
"Population","75 - 79 years","Female","Dublin City","2006","Number","8169"
"Population","75 - 79 years","Female","Dún Laoghaire-Rathdown","2006","Number","3101"
"Population","75 - 79 years","Female","Fingal","2006","Number","1451"
"Population","75 - 79 years","Female","South Dublin","2006","Number","1896"
"Population","75 - 79 years","Female","Kildare","2006","Number","1282"
"Population","75 - 79 years","Female","Kilkenny","2006","Number","1117"
"Population","75 - 79 years","Female","Laois","2006","Number","780"
"Population","75 - 79 years","Female","Longford","2006","Number","499"
"Population","75 - 79 years","Female","Louth","2006","Number","1302"
"Population","75 - 79 years","Female","Meath","2006","Number","1365"
"Population","75 - 79 years","Female","Offaly","2006","Number","844"
"Population","75 - 79 years","Female","Westmeath","2006","Number","973"
"Population","75 - 79 years","Female","Wexford","2006","Number","1547"
"Population","75 - 79 years","Female","Wicklow","2006","Number","1342"
"Population","75 - 79 years","Female","Munster","2006","Number","15498"
"Population","75 - 79 years","Female","Clare","2006","Number","1385"
"Population","75 - 79 years","Female","Cork","2006","Number","6166"
"Population","75 - 79 years","Female","Cork City","2006","Number","1950"
"Population","75 - 79 years","Female","Cork County","2006","Number","4216"
"Population","75 - 79 years","Female","Kerry","2006","Number","2183"
"Population","75 - 79 years","Female","Limerick","2006","Number","2228"
"Population","75 - 79 years","Female","Limerick City","2006","Number","774"
"Population","75 - 79 years","Female","Limerick County","2006","Number","1454"
"Population","75 - 79 years","Female","North Tipperary","2006","Number","965"
"Population","75 - 79 years","Female","South Tipperary","2006","Number","1168"
"Population","75 - 79 years","Female","Waterford","2006","Number","1403"
"Population","75 - 79 years","Female","Waterford City","2006","Number","617"
"Population","75 - 79 years","Female","Waterford County","2006","Number","786"
"Population","75 - 79 years","Female","Connacht","2006","Number","7067"
"Population","75 - 79 years","Female","Galway","2006","Number","2728"
"Population","75 - 79 years","Female","Galway City","2006","Number","700"
"Population","75 - 79 years","Female","Galway County","2006","Number","2028"
"Population","75 - 79 years","Female","Leitrim","2006","Number","469"
"Population","75 - 79 years","Female","Mayo","2006","Number","1949"
"Population","75 - 79 years","Female","Roscommon","2006","Number","1002"
"Population","75 - 79 years","Female","Sligo","2006","Number","919"
"Population","75 - 79 years","Female","Ulster (part of)","2006","Number","3552"
"Population","75 - 79 years","Female","Cavan","2006","Number","866"
"Population","75 - 79 years","Female","Donegal","2006","Number","1931"
"Population","75 - 79 years","Female","Monaghan","2006","Number","755"
"Population","80 - 84 years","Both sexes","State","2006","Number","64884"
"Population","80 - 84 years","Both sexes","Leinster","2006","Number","31066"
"Population","80 - 84 years","Both sexes","Carlow","2006","Number","725"
"Population","80 - 84 years","Both sexes","Dublin","2006","Number","16155"
"Population","80 - 84 years","Both sexes","Dublin City","2006","Number","9225"
"Population","80 - 84 years","Both sexes","Dún Laoghaire-Rathdown","2006","Number","3418"
"Population","80 - 84 years","Both sexes","Fingal","2006","Number","1614"
"Population","80 - 84 years","Both sexes","South Dublin","2006","Number","1898"
"Population","80 - 84 years","Both sexes","Kildare","2006","Number","1679"
"Population","80 - 84 years","Both sexes","Kilkenny","2006","Number","1413"
"Population","80 - 84 years","Both sexes","Laois","2006","Number","1004"
"Population","80 - 84 years","Both sexes","Longford","2006","Number","656"
"Population","80 - 84 years","Both sexes","Louth","2006","Number","1668"
"Population","80 - 84 years","Both sexes","Meath","2006","Number","1791"
"Population","80 - 84 years","Both sexes","Offaly","2006","Number","1089"
"Population","80 - 84 years","Both sexes","Westmeath","2006","Number","1271"
"Population","80 - 84 years","Both sexes","Wexford","2006","Number","1960"
"Population","80 - 84 years","Both sexes","Wicklow","2006","Number","1655"
"Population","80 - 84 years","Both sexes","Munster","2006","Number","19538"
"Population","80 - 84 years","Both sexes","Clare","2006","Number","1772"
"Population","80 - 84 years","Both sexes","Cork","2006","Number","7452"
"Population","80 - 84 years","Both sexes","Cork City","2006","Number","2227"
"Population","80 - 84 years","Both sexes","Cork County","2006","Number","5225"
"Population","80 - 84 years","Both sexes","Kerry","2006","Number","2736"
"Population","80 - 84 years","Both sexes","Limerick","2006","Number","2838"
"Population","80 - 84 years","Both sexes","Limerick City","2006","Number","864"
"Population","80 - 84 years","Both sexes","Limerick County","2006","Number","1974"
"Population","80 - 84 years","Both sexes","North Tipperary","2006","Number","1264"
"Population","80 - 84 years","Both sexes","South Tipperary","2006","Number","1592"
"Population","80 - 84 years","Both sexes","Waterford","2006","Number","1884"
"Population","80 - 84 years","Both sexes","Waterford City","2006","Number","754"
"Population","80 - 84 years","Both sexes","Waterford County","2006","Number","1130"
"Population","80 - 84 years","Both sexes","Connacht","2006","Number","9413"
"Population","80 - 84 years","Both sexes","Galway","2006","Number","3587"
"Population","80 - 84 years","Both sexes","Galway City","2006","Number","793"
"Population","80 - 84 years","Both sexes","Galway County","2006","Number","2794"
"Population","80 - 84 years","Both sexes","Leitrim","2006","Number","621"
"Population","80 - 84 years","Both sexes","Mayo","2006","Number","2672"
"Population","80 - 84 years","Both sexes","Roscommon","2006","Number","1283"
"Population","80 - 84 years","Both sexes","Sligo","2006","Number","1250"
"Population","80 - 84 years","Both sexes","Ulster (part of)","2006","Number","4867"
"Population","80 - 84 years","Both sexes","Cavan","2006","Number","1214"
"Population","80 - 84 years","Both sexes","Donegal","2006","Number","2626"
"Population","80 - 84 years","Both sexes","Monaghan","2006","Number","1027"
"Population","80 - 84 years","Male","State","2006","Number","24694"
"Population","80 - 84 years","Male","Leinster","2006","Number","11470"
"Population","80 - 84 years","Male","Carlow","2006","Number","274"
"Population","80 - 84 years","Male","Dublin","2006","Number","5717"
"Population","80 - 84 years","Male","Dublin City","2006","Number","3157"
"Population","80 - 84 years","Male","Dún Laoghaire-Rathdown","2006","Number","1247"
"Population","80 - 84 years","Male","Fingal","2006","Number","582"
"Population","80 - 84 years","Male","South Dublin","2006","Number","731"
"Population","80 - 84 years","Male","Kildare","2006","Number","623"
"Population","80 - 84 years","Male","Kilkenny","2006","Number","565"
"Population","80 - 84 years","Male","Laois","2006","Number","418"
"Population","80 - 84 years","Male","Longford","2006","Number","272"
"Population","80 - 84 years","Male","Louth","2006","Number","568"
"Population","80 - 84 years","Male","Meath","2006","Number","700"
"Population","80 - 84 years","Male","Offaly","2006","Number","452"
"Population","80 - 84 years","Male","Westmeath","2006","Number","495"
"Population","80 - 84 years","Male","Wexford","2006","Number","767"
"Population","80 - 84 years","Male","Wicklow","2006","Number","619"
"Population","80 - 84 years","Male","Munster","2006","Number","7488"
"Population","80 - 84 years","Male","Clare","2006","Number","690"
"Population","80 - 84 years","Male","Cork","2006","Number","2797"
"Population","80 - 84 years","Male","Cork City","2006","Number","778"
"Population","80 - 84 years","Male","Cork County","2006","Number","2019"
"Population","80 - 84 years","Male","Kerry","2006","Number","1080"
"Population","80 - 84 years","Male","Limerick","2006","Number","1076"
"Population","80 - 84 years","Male","Limerick City","2006","Number","321"
"Population","80 - 84 years","Male","Limerick County","2006","Number","755"
"Population","80 - 84 years","Male","North Tipperary","2006","Number","503"
"Population","80 - 84 years","Male","South Tipperary","2006","Number","624"
"Population","80 - 84 years","Male","Waterford","2006","Number","718"
"Population","80 - 84 years","Male","Waterford City","2006","Number","263"
"Population","80 - 84 years","Male","Waterford County","2006","Number","455"
"Population","80 - 84 years","Male","Connacht","2006","Number","3722"
"Population","80 - 84 years","Male","Galway","2006","Number","1430"
"Population","80 - 84 years","Male","Galway City","2006","Number","290"
"Population","80 - 84 years","Male","Galway County","2006","Number","1140"
"Population","80 - 84 years","Male","Leitrim","2006","Number","253"
"Population","80 - 84 years","Male","Mayo","2006","Number","1056"
"Population","80 - 84 years","Male","Roscommon","2006","Number","517"
"Population","80 - 84 years","Male","Sligo","2006","Number","466"
"Population","80 - 84 years","Male","Ulster (part of)","2006","Number","2014"
"Population","80 - 84 years","Male","Cavan","2006","Number","508"
"Population","80 - 84 years","Male","Donegal","2006","Number","1107"
"Population","80 - 84 years","Male","Monaghan","2006","Number","399"
"Population","80 - 84 years","Female","State","2006","Number","40190"
"Population","80 - 84 years","Female","Leinster","2006","Number","19596"
"Population","80 - 84 years","Female","Carlow","2006","Number","451"
"Population","80 - 84 years","Female","Dublin","2006","Number","10438"
"Population","80 - 84 years","Female","Dublin City","2006","Number","6068"
"Population","80 - 84 years","Female","Dún Laoghaire-Rathdown","2006","Number","2171"
"Population","80 - 84 years","Female","Fingal","2006","Number","1032"
"Population","80 - 84 years","Female","South Dublin","2006","Number","1167"
"Population","80 - 84 years","Female","Kildare","2006","Number","1056"
"Population","80 - 84 years","Female","Kilkenny","2006","Number","848"
"Population","80 - 84 years","Female","Laois","2006","Number","586"
"Population","80 - 84 years","Female","Longford","2006","Number","384"
