"Statistic Label","Age Group","Sex","Province County or City","CensusYear","UNIT","VALUE"
"Population","15 - 19 years","Female","Longford","2006","Number","1135"
"Population","15 - 19 years","Female","Louth","2006","Number","3821"
"Population","15 - 19 years","Female","Meath","2006","Number","5122"
"Population","15 - 19 years","Female","Offaly","2006","Number","2399"
"Population","15 - 19 years","Female","Westmeath","2006","Number","2753"
"Population","15 - 19 years","Female","Wexford","2006","Number","4310"
"Population","15 - 19 years","Female","Wicklow","2006","Number","4231"
"Population","15 - 19 years","Female","Munster","2006","Number","39542"
"Population","15 - 19 years","Female","Clare","2006","Number","3481"
"Population","15 - 19 years","Female","Cork","2006","Number","16155"
"Population","15 - 19 years","Female","Cork City","2006","Number","4474"
"Population","15 - 19 years","Female","Cork County","2006","Number","11681"
"Population","15 - 19 years","Female","Kerry","2006","Number","4342"
"Population","15 - 19 years","Female","Limerick","2006","Number","6947"
"Population","15 - 19 years","Female","Limerick City","2006","Number","2221"
"Population","15 - 19 years","Female","Limerick County","2006","Number","4726"
"Population","15 - 19 years","Female","North Tipperary","2006","Number","2083"
"Population","15 - 19 years","Female","South Tipperary","2006","Number","2744"
"Population","15 - 19 years","Female","Waterford","2006","Number","3790"
"Population","15 - 19 years","Female","Waterford City","2006","Number","1690"
"Population","15 - 19 years","Female","Waterford County","2006","Number","2100"
"Population","15 - 19 years","Female","Connacht","2006","Number","17550"
"Population","15 - 19 years","Female","Galway","2006","Number","8230"
"Population","15 - 19 years","Female","Galway City","2006","Number","2982"
"Population","15 - 19 years","Female","Galway County","2006","Number","5248"
"Population","15 - 19 years","Female","Leitrim","2006","Number","907"
"Population","15 - 19 years","Female","Mayo","2006","Number","4290"
"Population","15 - 19 years","Female","Roscommon","2006","Number","1848"
"Population","15 - 19 years","Female","Sligo","2006","Number","2275"
"Population","15 - 19 years","Female","Ulster (part of)","2006","Number","9401"
"Population","15 - 19 years","Female","Cavan","2006","Number","2160"
"Population","15 - 19 years","Female","Donegal","2006","Number","5177"
"Population","15 - 19 years","Female","Monaghan","2006","Number","2064"
"Population","20 - 24 years","Both sexes","State","2006","Number","342475"
"Population","20 - 24 years","Both sexes","Leinster","2006","Number","195311"
"Population","20 - 24 years","Both sexes","Carlow","2006","Number","4273"
"Population","20 - 24 years","Both sexes","Dublin","2006","Number","114556"
"Population","20 - 24 years","Both sexes","Dublin City","2006","Number","55716"
"Population","20 - 24 years","Both sexes","Dún Laoghaire-Rathdown","2006","Number","16569"
"Population","20 - 24 years","Both sexes","Fingal","2006","Number","20040"
"Population","20 - 24 years","Both sexes","South Dublin","2006","Number","22231"
"Population","20 - 24 years","Both sexes","Kildare","2006","Number","15128"
"Population","20 - 24 years","Both sexes","Kilkenny","2006","Number","5595"
"Population","20 - 24 years","Both sexes","Laois","2006","Number","4867"
"Population","20 - 24 years","Both sexes","Longford","2006","Number","2387"
"Population","20 - 24 years","Both sexes","Louth","2006","Number","8337"
"Population","20 - 24 years","Both sexes","Meath","2006","Number","11356"
"Population","20 - 24 years","Both sexes","Offaly","2006","Number","4970"
"Population","20 - 24 years","Both sexes","Westmeath","2006","Number","6070"
"Population","20 - 24 years","Both sexes","Wexford","2006","Number","8708"
"Population","20 - 24 years","Both sexes","Wicklow","2006","Number","9064"
"Population","20 - 24 years","Both sexes","Munster","2006","Number","90382"
"Population","20 - 24 years","Both sexes","Clare","2006","Number","7053"
"Population","20 - 24 years","Both sexes","Cork","2006","Number","38703"
"Population","20 - 24 years","Both sexes","Cork City","2006","Number","14346"
"Population","20 - 24 years","Both sexes","Cork County","2006","Number","24357"
"Population","20 - 24 years","Both sexes","Kerry","2006","Number","9279"
"Population","20 - 24 years","Both sexes","Limerick","2006","Number","17160"
"Population","20 - 24 years","Both sexes","Limerick City","2006","Number","5607"
"Population","20 - 24 years","Both sexes","Limerick County","2006","Number","11553"
"Population","20 - 24 years","Both sexes","North Tipperary","2006","Number","4494"
"Population","20 - 24 years","Both sexes","South Tipperary","2006","Number","5619"
"Population","20 - 24 years","Both sexes","Waterford","2006","Number","8074"
"Population","20 - 24 years","Both sexes","Waterford City","2006","Number","4444"
"Population","20 - 24 years","Both sexes","Waterford County","2006","Number","3630"
"Population","20 - 24 years","Both sexes","Connacht","2006","Number","38636"
"Population","20 - 24 years","Both sexes","Galway","2006","Number","21178"
"Population","20 - 24 years","Both sexes","Galway City","2006","Number","11418"
"Population","20 - 24 years","Both sexes","Galway County","2006","Number","9760"
"Population","20 - 24 years","Both sexes","Leitrim","2006","Number","1786"
"Population","20 - 24 years","Both sexes","Mayo","2006","Number","7627"
"Population","20 - 24 years","Both sexes","Roscommon","2006","Number","3517"
"Population","20 - 24 years","Both sexes","Sligo","2006","Number","4528"
"Population","20 - 24 years","Both sexes","Ulster (part of)","2006","Number","18146"
"Population","20 - 24 years","Both sexes","Cavan","2006","Number","4326"
"Population","20 - 24 years","Both sexes","Donegal","2006","Number","9715"
"Population","20 - 24 years","Both sexes","Monaghan","2006","Number","4105"
"Population","20 - 24 years","Male","State","2006","Number","172766"
"Population","20 - 24 years","Male","Leinster","2006","Number","97475"
"Population","20 - 24 years","Male","Carlow","2006","Number","2258"
"Population","20 - 24 years","Male","Dublin","2006","Number","56193"
"Population","20 - 24 years","Male","Dublin City","2006","Number","27078"
"Population","20 - 24 years","Male","Dún Laoghaire-Rathdown","2006","Number","8086"
"Population","20 - 24 years","Male","Fingal","2006","Number","9851"
"Population","20 - 24 years","Male","South Dublin","2006","Number","11178"
"Population","20 - 24 years","Male","Kildare","2006","Number","7603"
"Population","20 - 24 years","Male","Kilkenny","2006","Number","2903"
"Population","20 - 24 years","Male","Laois","2006","Number","2504"
"Population","20 - 24 years","Male","Longford","2006","Number","1223"
"Population","20 - 24 years","Male","Louth","2006","Number","4233"
"Population","20 - 24 years","Male","Meath","2006","Number","5828"
"Population","20 - 24 years","Male","Offaly","2006","Number","2546"
"Population","20 - 24 years","Male","Westmeath","2006","Number","3149"
"Population","20 - 24 years","Male","Wexford","2006","Number","4462"
"Population","20 - 24 years","Male","Wicklow","2006","Number","4573"
"Population","20 - 24 years","Male","Munster","2006","Number","45897"
"Population","20 - 24 years","Male","Clare","2006","Number","3741"
"Population","20 - 24 years","Male","Cork","2006","Number","19374"
"Population","20 - 24 years","Male","Cork City","2006","Number","6821"
"Population","20 - 24 years","Male","Cork County","2006","Number","12553"
"Population","20 - 24 years","Male","Kerry","2006","Number","4740"
"Population","20 - 24 years","Male","Limerick","2006","Number","8641"
"Population","20 - 24 years","Male","Limerick City","2006","Number","2661"
"Population","20 - 24 years","Male","Limerick County","2006","Number","5980"
"Population","20 - 24 years","Male","North Tipperary","2006","Number","2379"
"Population","20 - 24 years","Male","South Tipperary","2006","Number","2916"
"Population","20 - 24 years","Male","Waterford","2006","Number","4106"
"Population","20 - 24 years","Male","Waterford City","2006","Number","2199"
"Population","20 - 24 years","Male","Waterford County","2006","Number","1907"
"Population","20 - 24 years","Male","Connacht","2006","Number","19902"
"Population","20 - 24 years","Male","Galway","2006","Number","10616"
"Population","20 - 24 years","Male","Galway City","2006","Number","5334"
"Population","20 - 24 years","Male","Galway County","2006","Number","5282"
"Population","20 - 24 years","Male","Leitrim","2006","Number","949"
"Population","20 - 24 years","Male","Mayo","2006","Number","4122"
"Population","20 - 24 years","Male","Roscommon","2006","Number","1926"
"Population","20 - 24 years","Male","Sligo","2006","Number","2289"
"Population","20 - 24 years","Male","Ulster (part of)","2006","Number","9492"
"Population","20 - 24 years","Male","Cavan","2006","Number","2321"
"Population","20 - 24 years","Male","Donegal","2006","Number","4972"
"Population","20 - 24 years","Male","Monaghan","2006","Number","2199"
"Population","20 - 24 years","Female","State","2006","Number","169709"
"Population","20 - 24 years","Female","Leinster","2006","Number","97836"
"Population","20 - 24 years","Female","Carlow","2006","Number","2015"
"Population","20 - 24 years","Female","Dublin","2006","Number","58363"
"Population","20 - 24 years","Female","Dublin City","2006","Number","28638"
"Population","20 - 24 years","Female","Dún Laoghaire-Rathdown","2006","Number","8483"
"Population","20 - 24 years","Female","Fingal","2006","Number","10189"
"Population","20 - 24 years","Female","South Dublin","2006","Number","11053"
"Population","20 - 24 years","Female","Kildare","2006","Number","7525"
"Population","20 - 24 years","Female","Kilkenny","2006","Number","2692"
"Population","20 - 24 years","Female","Laois","2006","Number","2363"
"Population","20 - 24 years","Female","Longford","2006","Number","1164"
"Population","20 - 24 years","Female","Louth","2006","Number","4104"
"Population","20 - 24 years","Female","Meath","2006","Number","5528"
"Population","20 - 24 years","Female","Offaly","2006","Number","2424"
"Population","20 - 24 years","Female","Westmeath","2006","Number","2921"
"Population","20 - 24 years","Female","Wexford","2006","Number","4246"
"Population","20 - 24 years","Female","Wicklow","2006","Number","4491"
"Population","20 - 24 years","Female","Munster","2006","Number","44485"
"Population","20 - 24 years","Female","Clare","2006","Number","3312"
"Population","20 - 24 years","Female","Cork","2006","Number","19329"
"Population","20 - 24 years","Female","Cork City","2006","Number","7525"
"Population","20 - 24 years","Female","Cork County","2006","Number","11804"
"Population","20 - 24 years","Female","Kerry","2006","Number","4539"
"Population","20 - 24 years","Female","Limerick","2006","Number","8519"
"Population","20 - 24 years","Female","Limerick City","2006","Number","2946"
"Population","20 - 24 years","Female","Limerick County","2006","Number","5573"
"Population","20 - 24 years","Female","North Tipperary","2006","Number","2115"
"Population","20 - 24 years","Female","South Tipperary","2006","Number","2703"
"Population","20 - 24 years","Female","Waterford","2006","Number","3968"
"Population","20 - 24 years","Female","Waterford City","2006","Number","2245"
"Population","20 - 24 years","Female","Waterford County","2006","Number","1723"
"Population","20 - 24 years","Female","Connacht","2006","Number","18734"
"Population","20 - 24 years","Female","Galway","2006","Number","10562"
"Population","20 - 24 years","Female","Galway City","2006","Number","6084"
"Population","20 - 24 years","Female","Galway County","2006","Number","4478"
"Population","20 - 24 years","Female","Leitrim","2006","Number","837"
"Population","20 - 24 years","Female","Mayo","2006","Number","3505"
"Population","20 - 24 years","Female","Roscommon","2006","Number","1591"
"Population","20 - 24 years","Female","Sligo","2006","Number","2239"
"Population","20 - 24 years","Female","Ulster (part of)","2006","Number","8654"
"Population","20 - 24 years","Female","Cavan","2006","Number","2005"
"Population","20 - 24 years","Female","Donegal","2006","Number","4743"
"Population","20 - 24 years","Female","Monaghan","2006","Number","1906"
"Population","25 - 29 years","Both sexes","State","2006","Number","373078"
"Population","25 - 29 years","Both sexes","Leinster","2006","Number","221503"
"Population","25 - 29 years","Both sexes","Carlow","2006","Number","4248"
"Population","25 - 29 years","Both sexes","Dublin","2006","Number","130580"
"Population","25 - 29 years","Both sexes","Dublin City","2006","Number","63738"
"Population","25 - 29 years","Both sexes","Dún Laoghaire-Rathdown","2006","Number","15529"
"Population","25 - 29 years","Both sexes","Fingal","2006","Number","26507"
"Population","25 - 29 years","Both sexes","South Dublin","2006","Number","24806"
"Population","25 - 29 years","Both sexes","Kildare","2006","Number","16676"
"Population","25 - 29 years","Both sexes","Kilkenny","2006","Number","6698"
"Population","25 - 29 years","Both sexes","Laois","2006","Number","5483"
"Population","25 - 29 years","Both sexes","Longford","2006","Number","2519"
"Population","25 - 29 years","Both sexes","Louth","2006","Number","9273"
"Population","25 - 29 years","Both sexes","Meath","2006","Number","14131"
"Population","25 - 29 years","Both sexes","Offaly","2006","Number","5619"
"Population","25 - 29 years","Both sexes","Westmeath","2006","Number","6341"
"Population","25 - 29 years","Both sexes","Wexford","2006","Number","9837"
"Population","25 - 29 years","Both sexes","Wicklow","2006","Number","10098"
"Population","25 - 29 years","Both sexes","Munster","2006","Number","93747"
"Population","25 - 29 years","Both sexes","Clare","2006","Number","7960"
"Population","25 - 29 years","Both sexes","Cork","2006","Number","40585"
"Population","25 - 29 years","Both sexes","Cork City","2006","Number","12020"
"Population","25 - 29 years","Both sexes","Cork County","2006","Number","28565"
"Population","25 - 29 years","Both sexes","Kerry","2006","Number","9989"
"Population","25 - 29 years","Both sexes","Limerick","2006","Number","16104"
"Population","25 - 29 years","Both sexes","Limerick City","2006","Number","5152"
"Population","25 - 29 years","Both sexes","Limerick County","2006","Number","10952"
"Population","25 - 29 years","Both sexes","North Tipperary","2006","Number","4649"
"Population","25 - 29 years","Both sexes","South Tipperary","2006","Number","5884"
"Population","25 - 29 years","Both sexes","Waterford","2006","Number","8576"
"Population","25 - 29 years","Both sexes","Waterford City","2006","Number","4263"
"Population","25 - 29 years","Both sexes","Waterford County","2006","Number","4313"
"Population","25 - 29 years","Both sexes","Connacht","2006","Number","38704"
"Population","25 - 29 years","Both sexes","Galway","2006","Number","20821"
"Population","25 - 29 years","Both sexes","Galway City","2006","Number","9866"
"Population","25 - 29 years","Both sexes","Galway County","2006","Number","10955"
"Population","25 - 29 years","Both sexes","Leitrim","2006","Number","1971"
"Population","25 - 29 years","Both sexes","Mayo","2006","Number","7883"
"Population","25 - 29 years","Both sexes","Roscommon","2006","Number","3825"
"Population","25 - 29 years","Both sexes","Sligo","2006","Number","4204"
"Population","25 - 29 years","Both sexes","Ulster (part of)","2006","Number","19124"
"Population","25 - 29 years","Both sexes","Cavan","2006","Number","4686"
"Population","25 - 29 years","Both sexes","Donegal","2006","Number","10023"
"Population","25 - 29 years","Both sexes","Monaghan","2006","Number","4415"
"Population","25 - 29 years","Male","State","2006","Number","189252"
"Population","25 - 29 years","Male","Leinster","2006","Number","111422"
"Population","25 - 29 years","Male","Carlow","2006","Number","2213"
"Population","25 - 29 years","Male","Dublin","2006","Number","65289"
"Population","25 - 29 years","Male","Dublin City","2006","Number","32214"
"Population","25 - 29 years","Male","Dún Laoghaire-Rathdown","2006","Number","7642"
"Population","25 - 29 years","Male","Fingal","2006","Number","12931"
"Population","25 - 29 years","Male","South Dublin","2006","Number","12502"
"Population","25 - 29 years","Male","Kildare","2006","Number","8527"
"Population","25 - 29 years","Male","Kilkenny","2006","Number","3475"
"Population","25 - 29 years","Male","Laois","2006","Number","2883"
"Population","25 - 29 years","Male","Longford","2006","Number","1326"
"Population","25 - 29 years","Male","Louth","2006","Number","4605"
"Population","25 - 29 years","Male","Meath","2006","Number","7015"
"Population","25 - 29 years","Male","Offaly","2006","Number","2889"
"Population","25 - 29 years","Male","Westmeath","2006","Number","3184"
"Population","25 - 29 years","Male","Wexford","2006","Number","4947"
"Population","25 - 29 years","Male","Wicklow","2006","Number","5069"
"Population","25 - 29 years","Male","Munster","2006","Number","48145"
"Population","25 - 29 years","Male","Clare","2006","Number","4083"
"Population","25 - 29 years","Male","Cork","2006","Number","20596"
"Population","25 - 29 years","Male","Cork City","2006","Number","6192"
"Population","25 - 29 years","Male","Cork County","2006","Number","14404"
"Population","25 - 29 years","Male","Kerry","2006","Number","5268"
"Population","25 - 29 years","Male","Limerick","2006","Number","8346"
"Population","25 - 29 years","Male","Limerick City","2006","Number","2667"
"Population","25 - 29 years","Male","Limerick County","2006","Number","5679"
"Population","25 - 29 years","Male","North Tipperary","2006","Number","2461"
"Population","25 - 29 years","Male","South Tipperary","2006","Number","3057"
"Population","25 - 29 years","Male","Waterford","2006","Number","4334"
"Population","25 - 29 years","Male","Waterford City","2006","Number","2138"
"Population","25 - 29 years","Male","Waterford County","2006","Number","2196"
"Population","25 - 29 years","Male","Connacht","2006","Number","20031"
"Population","25 - 29 years","Male","Galway","2006","Number","10643"
"Population","25 - 29 years","Male","Galway City","2006","Number","4971"
"Population","25 - 29 years","Male","Galway County","2006","Number","5672"
"Population","25 - 29 years","Male","Leitrim","2006","Number","1071"
"Population","25 - 29 years","Male","Mayo","2006","Number","4086"
"Population","25 - 29 years","Male","Roscommon","2006","Number","2093"
"Population","25 - 29 years","Male","Sligo","2006","Number","2138"
"Population","25 - 29 years","Male","Ulster (part of)","2006","Number","9654"
"Population","25 - 29 years","Male","Cavan","2006","Number","2415"
"Population","25 - 29 years","Male","Donegal","2006","Number","4908"
"Population","25 - 29 years","Male","Monaghan","2006","Number","2331"
"Population","25 - 29 years","Female","State","2006","Number","183826"
"Population","25 - 29 years","Female","Leinster","2006","Number","110081"
"Population","25 - 29 years","Female","Carlow","2006","Number","2035"
"Population","25 - 29 years","Female","Dublin","2006","Number","65291"
"Population","25 - 29 years","Female","Dublin City","2006","Number","31524"
"Population","25 - 29 years","Female","Dún Laoghaire-Rathdown","2006","Number","7887"
"Population","25 - 29 years","Female","Fingal","2006","Number","13576"
"Population","25 - 29 years","Female","South Dublin","2006","Number","12304"
"Population","25 - 29 years","Female","Kildare","2006","Number","8149"
"Population","25 - 29 years","Female","Kilkenny","2006","Number","3223"
"Population","25 - 29 years","Female","Laois","2006","Number","2600"
"Population","25 - 29 years","Female","Longford","2006","Number","1193"
"Population","25 - 29 years","Female","Louth","2006","Number","4668"
"Population","25 - 29 years","Female","Meath","2006","Number","7116"
"Population","25 - 29 years","Female","Offaly","2006","Number","2730"
"Population","25 - 29 years","Female","Westmeath","2006","Number","3157"
"Population","25 - 29 years","Female","Wexford","2006","Number","4890"
"Population","25 - 29 years","Female","Wicklow","2006","Number","5029"
"Population","25 - 29 years","Female","Munster","2006","Number","45602"
"Population","25 - 29 years","Female","Clare","2006","Number","3877"
"Population","25 - 29 years","Female","Cork","2006","Number","19989"
"Population","25 - 29 years","Female","Cork City","2006","Number","5828"
"Population","25 - 29 years","Female","Cork County","2006","Number","14161"
"Population","25 - 29 years","Female","Kerry","2006","Number","4721"
"Population","25 - 29 years","Female","Limerick","2006","Number","7758"
"Population","25 - 29 years","Female","Limerick City","2006","Number","2485"
"Population","25 - 29 years","Female","Limerick County","2006","Number","5273"
"Population","25 - 29 years","Female","North Tipperary","2006","Number","2188"
"Population","25 - 29 years","Female","South Tipperary","2006","Number","2827"
"Population","25 - 29 years","Female","Waterford","2006","Number","4242"
"Population","25 - 29 years","Female","Waterford City","2006","Number","2125"
"Population","25 - 29 years","Female","Waterford County","2006","Number","2117"
"Population","25 - 29 years","Female","Connacht","2006","Number","18673"
"Population","25 - 29 years","Female","Galway","2006","Number","10178"
"Population","25 - 29 years","Female","Galway City","2006","Number","4895"
"Population","25 - 29 years","Female","Galway County","2006","Number","5283"
"Population","25 - 29 years","Female","Leitrim","2006","Number","900"
"Population","25 - 29 years","Female","Mayo","2006","Number","3797"
"Population","25 - 29 years","Female","Roscommon","2006","Number","1732"
"Population","25 - 29 years","Female","Sligo","2006","Number","2066"
"Population","25 - 29 years","Female","Ulster (part of)","2006","Number","9470"
"Population","25 - 29 years","Female","Cavan","2006","Number","2271"
"Population","25 - 29 years","Female","Donegal","2006","Number","5115"
"Population","25 - 29 years","Female","Monaghan","2006","Number","2084"
"Population","30 - 34 years","Both sexes","State","2006","Number","349361"
"Population","30 - 34 years","Both sexes","Leinster","2006","Number","202024"
"Population","30 - 34 years","Both sexes","Carlow","2006","Number","4077"
"Population","30 - 34 years","Both sexes","Dublin","2006","Number","108680"
"Population","30 - 34 years","Both sexes","Dublin City","2006","Number","47013"
"Population","30 - 34 years","Both sexes","Dún Laoghaire-Rathdown","2006","Number","13805"
"Population","30 - 34 years","Both sexes","Fingal","2006","Number","26212"
"Population","30 - 34 years","Both sexes","South Dublin","2006","Number","21650"
"Population","30 - 34 years","Both sexes","Kildare","2006","Number","17531"
"Population","30 - 34 years","Both sexes","Kilkenny","2006","Number","6751"
"Population","30 - 34 years","Both sexes","Laois","2006","Number","5381"
"Population","30 - 34 years","Both sexes","Longford","2006","Number","2413"
"Population","30 - 34 years","Both sexes","Louth","2006","Number","9315"
"Population","30 - 34 years","Both sexes","Meath","2006","Number","15485"
"Population","30 - 34 years","Both sexes","Offaly","2006","Number","5617"
"Population","30 - 34 years","Both sexes","Westmeath","2006","Number","6317"
"Population","30 - 34 years","Both sexes","Wexford","2006","Number","10080"
"Population","30 - 34 years","Both sexes","Wicklow","2006","Number","10377"
"Population","30 - 34 years","Both sexes","Munster","2006","Number","90605"
"Population","30 - 34 years","Both sexes","Clare","2006","Number","8614"
"Population","30 - 34 years","Both sexes","Cork","2006","Number","38882"
"Population","30 - 34 years","Both sexes","Cork City","2006","Number","8378"
"Population","30 - 34 years","Both sexes","Cork County","2006","Number","30504"
"Population","30 - 34 years","Both sexes","Kerry","2006","Number","10138"
"Population","30 - 34 years","Both sexes","Limerick","2006","Number","14112"
"Population","30 - 34 years","Both sexes","Limerick City","2006","Number","4037"
"Population","30 - 34 years","Both sexes","Limerick County","2006","Number","10075"
"Population","30 - 34 years","Both sexes","North Tipperary","2006","Number","4962"
"Population","30 - 34 years","Both sexes","South Tipperary","2006","Number","5958"
"Population","30 - 34 years","Both sexes","Waterford","2006","Number","7939"
"Population","30 - 34 years","Both sexes","Waterford City","2006","Number","3473"
"Population","30 - 34 years","Both sexes","Waterford County","2006","Number","4466"
"Population","30 - 34 years","Both sexes","Connacht","2006","Number","37365"
"Population","30 - 34 years","Both sexes","Galway","2006","Number","18977"
"Population","30 - 34 years","Both sexes","Galway City","2006","Number","6836"
"Population","30 - 34 years","Both sexes","Galway County","2006","Number","12141"
"Population","30 - 34 years","Both sexes","Leitrim","2006","Number","1963"
"Population","30 - 34 years","Both sexes","Mayo","2006","Number","8220"
"Population","30 - 34 years","Both sexes","Roscommon","2006","Number","3944"
"Population","30 - 34 years","Both sexes","Sligo","2006","Number","4261"
"Population","30 - 34 years","Both sexes","Ulster (part of)","2006","Number","19367"
"Population","30 - 34 years","Both sexes","Cavan","2006","Number","4665"
"Population","30 - 34 years","Both sexes","Donegal","2006","Number","10511"
"Population","30 - 34 years","Both sexes","Monaghan","2006","Number","4191"
"Population","30 - 34 years","Male","State","2006","Number","177487"
"Population","30 - 34 years","Male","Leinster","2006","Number","102289"
"Population","30 - 34 years","Male","Carlow","2006","Number","2135"
"Population","30 - 34 years","Male","Dublin","2006","Number","54925"
"Population","30 - 34 years","Male","Dublin City","2006","Number","24358"
"Population","30 - 34 years","Male","Dún Laoghaire-Rathdown","2006","Number","6750"
"Population","30 - 34 years","Male","Fingal","2006","Number","12994"
"Population","30 - 34 years","Male","South Dublin","2006","Number","10823"
"Population","30 - 34 years","Male","Kildare","2006","Number","8874"
"Population","30 - 34 years","Male","Kilkenny","2006","Number","3425"
"Population","30 - 34 years","Male","Laois","2006","Number","2792"
"Population","30 - 34 years","Male","Longford","2006","Number","1294"
"Population","30 - 34 years","Male","Louth","2006","Number","4593"
"Population","30 - 34 years","Male","Meath","2006","Number","7879"
"Population","30 - 34 years","Male","Offaly","2006","Number","2888"
"Population","30 - 34 years","Male","Westmeath","2006","Number","3173"
"Population","30 - 34 years","Male","Wexford","2006","Number","5086"
"Population","30 - 34 years","Male","Wicklow","2006","Number","5225"
"Population","30 - 34 years","Male","Munster","2006","Number","46410"
"Population","30 - 34 years","Male","Clare","2006","Number","4304"
"Population","30 - 34 years","Male","Cork","2006","Number","19882"
"Population","30 - 34 years","Male","Cork City","2006","Number","4401"
"Population","30 - 34 years","Male","Cork County","2006","Number","15481"
"Population","30 - 34 years","Male","Kerry","2006","Number","5262"
"Population","30 - 34 years","Male","Limerick","2006","Number","7326"
"Population","30 - 34 years","Male","Limerick City","2006","Number","2110"
"Population","30 - 34 years","Male","Limerick County","2006","Number","5216"
"Population","30 - 34 years","Male","North Tipperary","2006","Number","2554"
"Population","30 - 34 years","Male","South Tipperary","2006","Number","3081"
"Population","30 - 34 years","Male","Waterford","2006","Number","4001"
"Population","30 - 34 years","Male","Waterford City","2006","Number","1787"
"Population","30 - 34 years","Male","Waterford County","2006","Number","2214"
"Population","30 - 34 years","Male","Connacht","2006","Number","18862"
"Population","30 - 34 years","Male","Galway","2006","Number","9500"
"Population","30 - 34 years","Male","Galway City","2006","Number","3378"
"Population","30 - 34 years","Male","Galway County","2006","Number","6122"
"Population","30 - 34 years","Male","Leitrim","2006","Number","994"
"Population","30 - 34 years","Male","Mayo","2006","Number","4226"
"Population","30 - 34 years","Male","Roscommon","2006","Number","2054"
"Population","30 - 34 years","Male","Sligo","2006","Number","2088"
"Population","30 - 34 years","Male","Ulster (part of)","2006","Number","9926"
"Population","30 - 34 years","Male","Cavan","2006","Number","2427"
"Population","30 - 34 years","Male","Donegal","2006","Number","5262"
"Population","30 - 34 years","Male","Monaghan","2006","Number","2237"
"Population","30 - 34 years","Female","State","2006","Number","171874"
"Population","30 - 34 years","Female","Leinster","2006","Number","99735"
"Population","30 - 34 years","Female","Carlow","2006","Number","1942"
"Population","30 - 34 years","Female","Dublin","2006","Number","53755"
"Population","30 - 34 years","Female","Dublin City","2006","Number","22655"
"Population","30 - 34 years","Female","Dún Laoghaire-Rathdown","2006","Number","7055"
"Population","30 - 34 years","Female","Fingal","2006","Number","13218"
"Population","30 - 34 years","Female","South Dublin","2006","Number","10827"
"Population","30 - 34 years","Female","Kildare","2006","Number","8657"
"Population","30 - 34 years","Female","Kilkenny","2006","Number","3326"
"Population","30 - 34 years","Female","Laois","2006","Number","2589"
"Population","30 - 34 years","Female","Longford","2006","Number","1119"
"Population","30 - 34 years","Female","Louth","2006","Number","4722"
"Population","30 - 34 years","Female","Meath","2006","Number","7606"
"Population","30 - 34 years","Female","Offaly","2006","Number","2729"
"Population","30 - 34 years","Female","Westmeath","2006","Number","3144"
"Population","30 - 34 years","Female","Wexford","2006","Number","4994"
"Population","30 - 34 years","Female","Wicklow","2006","Number","5152"
"Population","30 - 34 years","Female","Munster","2006","Number","44195"
"Population","30 - 34 years","Female","Clare","2006","Number","4310"
"Population","30 - 34 years","Female","Cork","2006","Number","19000"
"Population","30 - 34 years","Female","Cork City","2006","Number","3977"
"Population","30 - 34 years","Female","Cork County","2006","Number","15023"
"Population","30 - 34 years","Female","Kerry","2006","Number","4876"
"Population","30 - 34 years","Female","Limerick","2006","Number","6786"
"Population","30 - 34 years","Female","Limerick City","2006","Number","1927"
"Population","30 - 34 years","Female","Limerick County","2006","Number","4859"
"Population","30 - 34 years","Female","North Tipperary","2006","Number","2408"
"Population","30 - 34 years","Female","South Tipperary","2006","Number","2877"
"Population","30 - 34 years","Female","Waterford","2006","Number","3938"
"Population","30 - 34 years","Female","Waterford City","2006","Number","1686"
"Population","30 - 34 years","Female","Waterford County","2006","Number","2252"
"Population","30 - 34 years","Female","Connacht","2006","Number","18503"
"Population","30 - 34 years","Female","Galway","2006","Number","9477"
"Population","30 - 34 years","Female","Galway City","2006","Number","3458"
"Population","30 - 34 years","Female","Galway County","2006","Number","6019"
"Population","30 - 34 years","Female","Leitrim","2006","Number","969"
"Population","30 - 34 years","Female","Mayo","2006","Number","3994"
"Population","30 - 34 years","Female","Roscommon","2006","Number","1890"
"Population","30 - 34 years","Female","Sligo","2006","Number","2173"
"Population","30 - 34 years","Female","Ulster (part of)","2006","Number","9441"
"Population","30 - 34 years","Female","Cavan","2006","Number","2238"
"Population","30 - 34 years","Female","Donegal","2006","Number","5249"
"Population","30 - 34 years","Female","Monaghan","2006","Number","1954"
"Population","35 - 39 years","Both sexes","State","2006","Number","322105"
"Population","35 - 39 years","Both sexes","Leinster","2006","Number","179249"
"Population","35 - 39 years","Both sexes","Carlow","2006","Number","3783"
"Population","35 - 39 years","Both sexes","Dublin","2006","Number","89821"
"Population","35 - 39 years","Both sexes","Dublin City","2006","Number","37030"
"Population","35 - 39 years","Both sexes","Dún Laoghaire-Rathdown","2006","Number","13553"
"Population","35 - 39 years","Both sexes","Fingal","2006","Number","20647"
"Population","35 - 39 years","Both sexes","South Dublin","2006","Number","18591"
"Population","35 - 39 years","Both sexes","Kildare","2006","Number","16209"
"Population","35 - 39 years","Both sexes","Kilkenny","2006","Number","6588"
"Population","35 - 39 years","Both sexes","Laois","2006","Number","5318"
"Population","35 - 39 years","Both sexes","Longford","2006","Number","2434"
"Population","35 - 39 years","Both sexes","Louth","2006","Number","8906"
"Population","35 - 39 years","Both sexes","Meath","2006","Number","14382"
